GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G1100010009002235","1990","DC","99","9999","9999","9999","99","9","235","2","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 235","S","+38925033","-076966332",,6
"G1100010009002236","1990","DC","99","9999","9999","9999","99","9","236","2","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 236","S","+38925550","-076966574",,3
"G1100010009002237","1990","DC","99","9999","9999","9999","99","9","237","2","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 237","S","+38924850","-076967749",,21
"G1100010009002301","1990","DC","99","9999","9999","9999","99","9","301","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000090","0000000000","Block 301","S","+38915500","-076975299",,1
"G1100010009002303","1990","DC","99","9999","9999","9999","99","9","303","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000156","0000000000","Block 303","S","+38916114","-076967810",,8
"G1100010009002305","1990","DC","99","9999","9999","9999","99","9","305","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 305","S","+38913967","-076971967",,132
"G1100010009002321","1990","DC","99","9999","9999","9999","99","9","321","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 321","S","+38913500","-076973624",,23
"G1100010009002322","1990","DC","99","9999","9999","9999","99","9","322","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 322","S","+38912700","-076973574",,24
"G1100010009002323","1990","DC","99","9999","9999","9999","99","9","323","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 323","S","+38912750","-076975424",,15
"G1100010009002324","1990","DC","99","9999","9999","9999","99","9","324","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 324","S","+38913367","-076975290",,6
"G1100010009002326","1990","DC","99","9999","9999","9999","99","9","326","3","009002","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 326","S","+38914300","-076973605",,66
"G1100010009102101","1990","DC","99","9999","9999","9999","99","9","101","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 101","S","+38926733","-076980349",,6
"G1100010009102103","1990","DC","99","9999","9999","9999","99","9","103","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 103","S","+38925900","-076980399",,24
"G1100010009102104","1990","DC","99","9999","9999","9999","99","9","104","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 104","S","+38926067","-076981935",,6
"G1100010009102105","1990","DC","99","9999","9999","9999","99","9","105","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 105","S","+38925517","-076982882",,12
"G1100010009102106","1990","DC","99","9999","9999","9999","99","9","106","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000039","0000000000","Block 106","S","+38924667","-076983467",,156
"G1100010009102107","1990","DC","99","9999","9999","9999","99","9","107","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 107","S","+38924900","-076980424",,23
"G1100010009102108","1990","DC","99","9999","9999","9999","99","9","108","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 108","S","+38923800","-076980399",,20
"G1100010009102109","1990","DC","99","9999","9999","9999","99","9","109","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 109","S","+38923967","-076982656",,33
"G1100010009102111","1990","DC","99","9999","9999","9999","99","9","111","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 111","S","+38923300","-076983850",,17
"G1100010009102112","1990","DC","99","9999","9999","9999","99","9","112","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 112","S","+38922100","-076982018",,22
"G1100010009102113","1990","DC","99","9999","9999","9999","99","9","113","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 113","S","+38923033","-076981969",,13
"G1100010009102114","1990","DC","99","9999","9999","9999","99","9","114","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000033","0000000000","Block 114","S","+38922150","-076980301",,6
"G1100010009102115","1990","DC","99","9999","9999","9999","99","9","115","1","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 115","S","+38920967","-076980349",,39
"G1100010009102202","1990","DC","99","9999","9999","9999","99","9","202","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000054","0000000000","Block 202","S","+38920167","-076981289",,200
"G1100010009102203","1990","DC","99","9999","9999","9999","99","9","203","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 203","S","+38919333","-076981916",,48
"G1100010009102204","1990","DC","99","9999","9999","9999","99","9","204","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 204","S","+38920400","-076983320",,92
"G1100010009102205","1990","DC","99","9999","9999","9999","99","9","205","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000032","0000000000","Block 205","S","+38922350","-076985003",,183
"G1100010009102206","1990","DC","99","9999","9999","9999","99","9","206","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 206","S","+38923200","-076986005",,142
"G1100010009102207","1990","DC","99","9999","9999","9999","99","9","207","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000041","0000000000","Block 207","S","+38923567","-076987435",,141
"G1100010009102208","1990","DC","99","9999","9999","9999","99","9","208","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000043","0000000000","Block 208","S","+38921367","-076987269",,200
"G1100010009102209","1990","DC","99","9999","9999","9999","99","9","209","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 209","S","+38920717","-076987058",,76
"G1100010009102210","1990","DC","99","9999","9999","9999","99","9","210","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 210","S","+38920500","-076985176",,130
"G1100010009102211","1990","DC","99","9999","9999","9999","99","9","211","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 211","S","+38919400","-076985299",,120
"G1100010009102212","1990","DC","99","9999","9999","9999","99","9","212","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000174","0000000000","Block 212","S","+38921200","-076991526",,25
"G1100010009102213","1990","DC","99","9999","9999","9999","99","9","213","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000049","0000000000","Block 213","S","+38919317","-076989404",,35
"G1100010009102214","1990","DC","99","9999","9999","9999","99","9","214","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 214","S","+38920100","-076987745",,92
"G1100010009102215","1990","DC","99","9999","9999","9999","99","9","215","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 215","S","+38922817","-076989607",,10
"G1100010009102217","1990","DC","99","9999","9999","9999","99","9","217","2","009102","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 217","S","+38922350","-076991746",,29
"G1100010009110201","1990","DC","99","9999","9999","9999","99","9","201","2","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000042","0000000000","Block 201","S","+38929650","-076968815",,45
"G1100010009110202","1990","DC","99","9999","9999","9999","99","9","202","2","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000050","0000000000","Block 202","S","+38928600","-076967321",,30
"G1100010009110203","1990","DC","99","9999","9999","9999","99","9","203","2","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000039","0000000000","Block 203","S","+38930450","-076964322",,52
"G1100010009110204","1990","DC","99","9999","9999","9999","99","9","204","2","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000034","0000000000","Block 204","S","+38930650","-076966396",,44
"G1100010009110205","1990","DC","99","9999","9999","9999","99","9","205","2","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 205","S","+38931800","-076963071",,26
"G1100010009110206","1990","DC","99","9999","9999","9999","99","9","206","2","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 206","S","+38930850","-076961705",,26
"G1100010009110207","1990","DC","99","9999","9999","9999","99","9","207","2","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000092","0000000000","Block 207","S","+38932233","-076961283",,42
"G1100010009110401","1990","DC","99","9999","9999","9999","99","9","401","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 401","S","+38923800","-076973624",,23
"G1100010009110402","1990","DC","99","9999","9999","9999","99","9","402","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 402","S","+38924000","-076975426",,23
"G1100010009110403","1990","DC","99","9999","9999","9999","99","9","403","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000044","0000000000","Block 403","S","+38923867","-076971660",,19
"G1100010009110404","1990","DC","99","9999","9999","9999","99","9","404","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000090","0000000000","Block 404","S","+38923300","-076977713",,105
"G1100010009110405","1990","DC","99","9999","9999","9999","99","9","405","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 405","S","+38922600","-076975866",,15
"G1100010009110406","1990","DC","99","9999","9999","9999","99","9","406","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 406","S","+38923200","-076975176",,20
"G1100010009110407","1990","DC","99","9999","9999","9999","99","9","407","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 407","S","+38921367","-076975003",,29
"G1100010009110408","1990","DC","99","9999","9999","9999","99","9","408","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 408","S","+38921700","-076976074",,9
"G1100010009110409","1990","DC","99","9999","9999","9999","99","9","409","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 409","S","+38922750","-076973654",,23
"G1100010009110410","1990","DC","99","9999","9999","9999","99","9","410","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 410","S","+38922050","-076973706",,1
"G1100010009110411","1990","DC","99","9999","9999","9999","99","9","411","4","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 411","S","+38921700","-076976974",,4
"G1100010009110501","1990","DC","99","9999","9999","9999","99","9","501","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 501","S","+38924950","-076978027",,9
"G1100010009110502","1990","DC","99","9999","9999","9999","99","9","502","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 502","S","+38924950","-076975549",,20
"G1100010009110503","1990","DC","99","9999","9999","9999","99","9","503","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 503","S","+38925000","-076973599",,14
"G1100010009110504","1990","DC","99","9999","9999","9999","99","9","504","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000030","0000000000","Block 504","S","+38928650","-076975535",,21
"G1100010009110505","1990","DC","99","9999","9999","9999","99","9","505","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 505","S","+38927900","-076977649",,9
"G1100010009110506","1990","DC","99","9999","9999","9999","99","9","506","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 506","S","+38927833","-076975932",,11
"G1100010009110507","1990","DC","99","9999","9999","9999","99","9","507","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000071","0000000000","Block 507","S","+38926600","-076974778",,21
"G1100010009110508","1990","DC","99","9999","9999","9999","99","9","508","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000058","0000000000","Block 508","S","+38926400","-076977977",,22
"G1100010009110512","1990","DC","99","9999","9999","9999","99","9","512","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 512","S","+38924600","-076972124",,9
"G1100010009110513","1990","DC","99","9999","9999","9999","99","9","513","5","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 513","S","+38925200","-076971299",,10
"G1100010009110604","1990","DC","99","9999","9999","9999","99","9","604","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 604","S","+38934083","-076964264",,9
"G1100010009110605","1990","DC","99","9999","9999","9999","99","9","605","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000033","0000000000","Block 605","S","+38933000","-076966349",,43
"G1100010009110613","1990","DC","99","9999","9999","9999","99","9","613","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 613","S","+38933350","-076963050",,20
"G1100010009110614","1990","DC","99","9999","9999","9999","99","9","614","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 614","S","+38932533","-076967870",,26
"G1100010009110615","1990","DC","99","9999","9999","9999","99","9","615","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 615","S","+38931800","-076969899",,18
"G1100010009110616","1990","DC","99","9999","9999","9999","99","9","616","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000042","0000000000","Block 616","S","+38930800","-076969649",,47
"G1100010009110617","1990","DC","99","9999","9999","9999","99","9","617","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000045","0000000000","Block 617","S","+38931800","-076967022",,48
"G1100010009110618","1990","DC","99","9999","9999","9999","99","9","618","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000034","0000000000","Block 618","S","+38929800","-076971554",,29
"G1100010009110621","1990","DC","99","9999","9999","9999","99","9","621","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 621","S","+38930050","-076973357",,6
"G1100010009110622","1990","DC","99","9999","9999","9999","99","9","622","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000033","0000000000","Block 622","S","+38928700","-076973767",,47
"G1100010009110623","1990","DC","99","9999","9999","9999","99","9","623","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 623","S","+38929133","-076972991",,9
"G1100010009110624","1990","DC","99","9999","9999","9999","99","9","624","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 624","S","+38928250","-076972119",,19
"G1100010009110625","1990","DC","99","9999","9999","9999","99","9","625","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 625","S","+38928400","-076971099",,18
"G1100010009110626","1990","DC","99","9999","9999","9999","99","9","626","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 626","S","+38927850","-076969519",,25
"G1100010009110627","1990","DC","99","9999","9999","9999","99","9","627","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 627","S","+38927133","-076968610",,24
"G1100010009110628","1990","DC","99","9999","9999","9999","99","9","628","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 628","S","+38926650","-076970051",,34
"G1100010009110629","1990","DC","99","9999","9999","9999","99","9","629","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000033","0000000000","Block 629","S","+38926300","-076971676",,132
"G1100010009110630","1990","DC","99","9999","9999","9999","99","9","630","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 630","S","+38927200","-076972199",,9
"G1100010009110631","1990","DC","99","9999","9999","9999","99","9","631","6","009110","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 631","S","+38926850","-076972815",,14
"G1100010009203401","1990","DC","99","9999","9999","9999","99","9","401","4","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 401","S","+38922700","-077001701",,59
"G1100010009203402","1990","DC","99","9999","9999","9999","99","9","402","4","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 402","S","+38922950","-077003174",,40
"G1100010009203403","1990","DC","99","9999","9999","9999","99","9","403","4","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 403","S","+38922500","-077003149",,40
"G1100010009203404","1990","DC","99","9999","9999","9999","99","9","404","4","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 404","S","+38921700","-077003172",,52
"G1100010009203405","1990","DC","99","9999","9999","9999","99","9","405","4","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 405","S","+38921500","-077004213",,20
"G1100010009203406","1990","DC","99","9999","9999","9999","99","9","406","4","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 406","S","+38921700","-077001722",,54
"G1100010009203501","1990","DC","99","9999","9999","9999","99","9","501","5","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 501","S","+38926200","-077007649",,63
"G1100010009203502","1990","DC","99","9999","9999","9999","99","9","502","5","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000348","0000000000","Block 502","S","+38922900","-077006420",,307
"G1100010009203601","1990","DC","99","9999","9999","9999","99","9","601","6","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 601","S","+38920600","-077001724",,48
"G1100010009203602","1990","DC","99","9999","9999","9999","99","9","602","6","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 602","S","+38920850","-077003199",,36
"G1100010009203603","1990","DC","99","9999","9999","9999","99","9","603","6","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000087","0000000000","Block 603","S","+38919500","-077004667",,403
"G1100010009203604","1990","DC","99","9999","9999","9999","99","9","604","6","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 604","S","+38920400","-077003199",,36
"G1100010009203605","1990","DC","99","9999","9999","9999","99","9","605","6","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 605","S","+38919733","-077001745",,72
"G1100010009203606","1990","DC","99","9999","9999","9999","99","9","606","6","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 606","S","+38917900","-077006611",,8
"G1100010009203607","1990","DC","99","9999","9999","9999","99","9","607","6","009203","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 607","S","+38917467","-077008421",,54
"G1100010009210301","1990","DC","99","9999","9999","9999","99","9","301","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 301","S","+38932700","-076995749",,1
"G1100010009210304","1990","DC","99","9999","9999","9999","99","9","304","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 304","S","+38931750","-076996049",,1
"G1100010009210306","1990","DC","99","9999","9999","9999","99","9","306","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 306","S","+38930750","-076996021",,15
"G1100010009210307","1990","DC","99","9999","9999","9999","99","9","307","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 307","S","+38929800","-076996026",,41
"G1100010009210308","1990","DC","99","9999","9999","9999","99","9","308","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 308","S","+38928800","-076996049",,49
"G1100010009210309","1990","DC","99","9999","9999","9999","99","9","309","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000229","0000000000","Block 309","S","+38928850","-076998827",,326
"G1100010009210310","1990","DC","99","9999","9999","9999","99","9","310","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 310","S","+38927800","-076996024",,40
"G1100010009210311","1990","DC","99","9999","9999","9999","99","9","311","3","009210","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 311","S","+38926350","-076996021",,70
