bg2010gj,bg2010ge,bg2020gj,bg2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G11000100001001,110010001001,G11000100001021,110010001021,0.9876507839,0.9984647021,0.9984035753,0.9990475789,0.99832435,0.9983388042,0.999639779,0.9969015391
G11000100001001,110010001001,G11000100004002,110010004002,0.0123492161,0.0015352979,0.0015964247,0.0009524211,0.00167565,0.0016611958,0.000360221,0.0030984609
G11000100001002,110010001002,G11000100001011,110010001011,1,1,1,1,1,1,1,1
G11000100001003,110010001003,G11000100001022,110010001022,1,1,1,1,1,1,1,1
G11000100001004,110010001004,G11000100001023,110010001023,0.9976716937,1,1,1,1,1,1,1
G11000100001004,110010001004,G11000100056012,110010056012,0.0023283063,0,0,0,0,0,0,0
G11000100002011,110010002011,G11000100002011,110010002011,0.3838747115,0,0,0,0,0,0,0
G11000100002011,110010002011,G11000100002012,110010002012,0.4922601651,0.9995608368,0.9995592611,0.9995297082,0.9385798912,0.9385798912,0.9385798912,0.9385798912
G11000100002011,110010002011,G11000100002021,110010002021,0.0001536306,0.0004391632,0.0004407389,0.0004702918,0.0614201088,0.0614201088,0.0614201088,0.0614201088
G11000100002011,110010002011,G11000100002024,110010002024,0.0001795442,0,0,0,0,0,0,0
G11000100002011,110010002011,G11000100008022,110010008022,0.1235319487,0,0,0,0,0,0,0
G11000100002021,110010002021,G11000100002021,110010002021,1,1,1,1,1,1,1,1
G11000100002022,110010002022,G11000100002022,110010002022,1,1,1,1,1,1,1,1
G11000100002023,110010002023,G11000100002023,110010002023,1,1,1,1,1,1,1,1
G11000100002024,110010002024,G11000100001023,110010001023,0.0000061847,0,0,0,0,0,0,0
G11000100002024,110010002024,G11000100002012,110010002012,0.0915792826,0.0165021387,0.0146236607,0.0756046531,0.0306741819,0.0366146045,0.0457797696,0.0173309128
G11000100002024,110010002024,G11000100002024,110010002024,0.9084145327,0.9834978613,0.9853763393,0.9243953469,0.9693258181,0.9633853955,0.9542202304,0.9826690872
G11000100003001,110010003001,G11000100003001,110010003001,1,1,1,1,1,1,1,1
G11000100003002,110010003002,G11000100003002,110010003002,1,1,1,1,1,1,1,1
G11000100003003,110010003003,G11000100003003,110010003003,1,1,1,1,1,1,1,1
G11000100003004,110010003004,G11000100003004,110010003004,1,1,1,1,1,1,1,1
G11000100004001,110010004001,G11000100004001,110010004001,0.9987910016,1,1,1,1,1,1,1
G11000100004001,110010004001,G11000100007022,110010007022,0.0012089984,0,0,0,0,0,0,0
G11000100004002,110010004002,G11000100004002,110010004002,0.9988806929,1,1,1,1,1,1,1
G11000100004002,110010004002,G11000100005013,110010005013,0.0011193071,0,0,0,0,0,0,0
G11000100005011,110010005011,G11000100005011,110010005011,0.9955754404,1,1,1,1,1,1,1
G11000100005011,110010005011,G11000100013044,110010013044,0.0044245596,0,0,0,0,0,0,0
G11000100005012,110010005012,G11000100005012,110010005012,0.1193864087,0.5464628845,0.5450477999,0.5100880208,0.5468393349,0.5449821581,0.3161040006,0.5728674061
G11000100005012,110010005012,G11000100005013,110010005013,0.8806135913,0.4535371155,0.4549522001,0.4899119792,0.4531606651,0.4550178419,0.6838959994,0.4271325939
G11000100005021,110010005021,G11000100005021,110010005021,1,1,1,1,1,1,1,1
G11000100005022,110010005022,G11000100005022,110010005022,1,1,1,1,1,1,1,1
G11000100006001,110010006001,G11000100006001,110010006001,0.9955373762,1,1,1,1,1,1,1
G11000100006001,110010006001,G11000100012004,110010012004,0.0044626238,0,0,0,0,0,0,0
G11000100006002,110010006002,G11000100006002,110010006002,1,1,1,1,1,1,1,1
G11000100006003,110010006003,G11000100006003,110010006003,1,1,1,1,1,1,1,1
G11000100006004,110010006004,G11000100006004,110010006004,1,1,1,1,1,1,1,1
G11000100007011,110010007011,G11000100007041,110010007041,1,1,1,1,1,1,1,1
G11000100007012,110010007012,G11000100007031,110010007031,1,1,1,1,1,1,1,1
G11000100007013,110010007013,G11000100007032,110010007032,1,1,1,1,1,1,1,1
G11000100007014,110010007014,G11000100007022,110010007022,0.0356216824,0.0179828084,0.016277432,0.0226132319,0.0137083481,0.0134361131,0.0304703718,0.0031875034
G11000100007014,110010007014,G11000100007042,110010007042,0.9643783176,0.9820171916,0.983722568,0.9773867681,0.9862916519,0.9865638869,0.9695296282,0.9968124966
G11000100007021,110010007021,G11000100007021,110010007021,1,1,1,1,1,1,1,1
G11000100007022,110010007022,G11000100007022,110010007022,1,1,1,1,1,1,1,1
G11000100007023,110010007023,G11000100007023,110010007023,1,1,1,1,1,1,1,1
G11000100008011,110010008011,G11000100007031,110010007031,0.0691071429,0.1108108108,0.1048862679,0.1196581197,0.1104868914,0.1136107987,0,0.1940789474
G11000100008011,110010008011,G11000100008032,110010008032,0.4940724206,0.4352206122,0.4381204261,0.4308902276,0.4353791571,0.4338501362,0.4894578313,0.3944643706
G11000100008011,110010008011,G11000100008033,110010008033,0.4368204365,0.453968577,0.456993306,0.4494516528,0.4541339515,0.4525390651,0.5105421687,0.411456682
G11000100008012,110010008012,G11000100008041,110010008041,1,1,1,1,1,1,1,1
G11000100008013,110010008013,G11000100003003,110010003003,0.006760786,0,0,0,0,0,0,0
G11000100008013,110010008013,G11000100007021,110010007021,0.0069668045,0,0,0,0,0,0,0
G11000100008013,110010008013,G11000100007032,110010007032,0.0059930453,0,0,0,0,0,0,0
G11000100008013,110010008013,G11000100008031,110010008031,0.0969614689,0.2565569862,0.2897252091,0.2732240437,0.320471597,0.3259827421,0.3109452736,0.3798449612
G11000100008013,110010008013,G11000100008043,110010008043,0.8833178954,0.7434430138,0.7102747909,0.7267759563,0.679528403,0.6740172579,0.6890547264,0.6201550388
G11000100008014,110010008014,G11000100008021,110010008021,0,0,0,0,0,0,0,0
G11000100008014,110010008014,G11000100008042,110010008042,0.9543087596,0.9806013579,0.9797297297,0.9791666667,0.9647435897,0.9663608563,0.9456521739,0.9921875
G11000100008014,110010008014,G11000100009022,110010009022,0.0456912404,0.0193986421,0.0202702703,0.0208333333,0.0352564103,0.0336391437,0.0543478261,0.0078125
G11000100008021,110010008021,G11000100002024,110010002024,0.0001875941,0,0,0,0,0,0,0
G11000100008021,110010008021,G11000100008021,110010008021,0.9998124059,1,1,1,1,1,1,1
G11000100008022,110010008022,G11000100002011,110010002011,0.0024417276,0,0,0,0,0,0,0
G11000100008022,110010008022,G11000100002012,110010002012,0.0005180734,0,0,0,0,0,0,0
G11000100008022,110010008022,G11000100002024,110010002024,0.0003780926,0,0,0,0,0,0,0
G11000100008022,110010008022,G11000100003003,110010003003,0.0329099274,0,0,0,0,0,0,0
G11000100008022,110010008022,G11000100008022,110010008022,0.9637521791,1,1,1,1,1,1,1
G11000100009011,110010009011,G11000100009041,110010009041,1,1,1,1,1,1,1,1
G11000100009012,110010009012,G11000100009042,110010009042,1,1,1,1,1,1,1,1
G11000100009013,110010009013,G11000100009031,110010009031,0.3240339001,0.7280159509,0.7697162907,0.1390123067,0.1166236804,0.1186016591,0.1082695486,0.1686878235
G11000100009013,110010009013,G11000100009032,110010009032,0.6653600554,0.2666338545,0.2268929946,0.8409208037,0.8611540974,0.8615745523,0.8716731448,0.7955978908
G11000100009013,110010009013,G11000100009042,110010009042,0.0106060445,0.0053501946,0.0033907147,0.0200668896,0.0222222222,0.0198237885,0.0200573066,0.0357142857
G11000100009021,110010009021,G11000100009021,110010009021,1,1,1,1,1,1,1,1
G11000100009022,110010009022,G11000100008042,110010008042,0.006906507,0,0,0,0,0,0,0
G11000100009022,110010009022,G11000100009022,110010009022,0.993093493,1,1,1,1,1,1,1
G11000100010011,110010010011,G11000100010041,110010010041,1,1,1,1,1,1,1,1
G11000100010012,110010010012,G11000100010042,110010010042,1,1,1,1,1,1,1,1
G11000100010013,110010010013,G11000100010031,110010010031,1,1,1,1,1,1,1,1
G11000100010014,110010010014,G11000100010043,110010010043,1,1,1,1,1,1,1,1
G11000100010015,110010010015,G11000100010032,110010010032,1,1,1,1,1,1,1,1
G11000100010016,110010010016,G11000100010033,110010010033,1,1,1,1,1,1,1,1
G11000100010021,110010010021,G11000100010021,110010010021,1,1,1,1,1,1,1,1
G11000100010022,110010010022,G11000100010023,110010010023,0.3003003409,0.4258775552,0.4254285213,0.4390944144,0.4321976145,0.4419957896,0.4117497712,0.4456412241
G11000100010022,110010010022,G11000100010024,110010010024,0.6996996591,0.5741224448,0.5745714787,0.5609055856,0.5678023855,0.5580042104,0.5882502288,0.5543587759
G11000100010023,110010010023,G11000100010021,110010010021,0.0700915858,0,0,0,0,0,0,0
G11000100010023,110010010023,G11000100010022,110010010022,0.9299084142,1,1,1,1,1,1,1
G11000100011001,110010011001,G11000100011001,110010011001,1,1,1,1,1,1,1,1
G11000100011002,110010011002,G11000100011002,110010011002,1,1,1,1,1,1,1,1
G11000100011003,110010011003,G11000100011003,110010011003,1,1,1,1,1,1,1,1
G11000100011004,110010011004,G11000100011004,110010011004,1,1,1,1,1,1,1,1
G11000100012001,110010012001,G11000100012001,110010012001,1,1,1,1,1,1,1,1
G11000100012002,110010012002,G11000100012002,110010012002,1,1,1,1,1,1,1,1
G11000100012003,110010012003,G11000100012003,110010012003,1,1,1,1,1,1,1,1
G11000100012004,110010012004,G11000100012004,110010012004,1,1,1,1,1,1,1,1
G11000100013011,110010013011,G11000100013011,110010013011,1,1,1,1,1,1,1,1
G11000100013012,110010013012,G11000100013011,110010013011,0.0028540469,0.0029498525,0.0037383178,0.0052356021,0.0037735849,0.0036363636,0.0040816327,0
G11000100013012,110010013012,G11000100013012,110010013012,0.9971459531,0.9970501475,0.9962616822,0.9947643979,0.9962264151,0.9963636364,0.9959183673,1
G11000100013013,110010013013,G11000100013013,110010013013,0.4340770885,0.5126545026,0.5232336092,0.4327731092,0.5014354067,0.5004484305,0.1851851852,0.5712616822
G11000100013013,110010013013,G11000100013014,110010013014,0.5659229115,0.4873454974,0.4767663908,0.5672268908,0.4985645933,0.4995515695,0.8148148148,0.4287383178
G11000100013021,110010013021,G11000100013031,110010013031,0.1116988397,0.4109327755,0.4146284445,0.3951754303,0.4199875043,0.4197599112,0.41069061,0.4271960427
G11000100013021,110010013021,G11000100013032,110010013032,0.0761476385,0.3314717949,0.3344528422,0.3187614057,0.3387756349,0.3385920508,0.3312764564,0.3445902773
G11000100013021,110010013021,G11000100013034,110010013034,0.8121535218,0.2575954296,0.2509187133,0.286063164,0.2412368608,0.241648038,0.2580329336,0.2282136801
G11000100013022,110010013022,G11000100013041,110010013041,0.2418026644,0.269936969,0.262755102,0.3530701754,0.2408625731,0.2894065093,0.2866344605,0.2274231678
G11000100013022,110010013022,G11000100013042,110010013042,0.0413400811,0.191301759,0.1927427104,0.1779258343,0.1972850603,0.1851263344,0.2134785655,0.1925303715
G11000100013022,110010013022,G11000100013043,110010013043,0.0945224723,0.2272843151,0.2289962996,0.2113924702,0.2343930346,0.2199473352,0.2536324277,0.2287440213
G11000100013022,110010013022,G11000100013044,110010013044,0.6223347822,0.3114769569,0.315505888,0.25761152,0.327459332,0.3055198212,0.2462545463,0.3513024393
G11000100013023,110010013023,G11000100013033,110010013033,0.9451770612,1,1,1,1,1,1,1
G11000100013023,110010013023,G11000100013034,110010013034,0.0074348999,0,0,0,0,0,0,0
G11000100013023,110010013023,G11000100013042,110010013042,0.0113950084,0,0,0,0,0,0,0
G11000100013023,110010013023,G11000100013044,110010013044,0.0359930305,0,0,0,0,0,0,0
G11000100014011,110010014011,G11000100014011,110010014011,1,1,1,1,1,1,1,1
G11000100014012,110010014012,G11000100014012,110010014012,1,1,1,1,1,1,1,1
G11000100014021,110010014021,G11000100014021,110010014021,1,1,1,1,1,1,1,1
G11000100014022,110010014022,G11000100014022,110010014022,1,1,1,1,1,1,1,1
G11000100014023,110010014023,G11000100014023,110010014023,1,1,1,1,1,1,1,1
G11000100015001,110010015001,G11000100015001,110010015001,0.9991790772,1,1,1,1,1,1,1
G11000100015001,110010015001,G11000100016004,110010016004,0.0008209228,0,0,0,0,0,0,0
G11000100015002,110010015002,G11000100015002,110010015002,1,1,1,1,1,1,1,1
G11000100015003,110010015003,G11000100015003,110010015003,1,1,1,1,1,1,1,1
G11000100015004,110010015004,G11000100015004,110010015004,1,1,1,1,1,1,1,1
G11000100015005,110010015005,G11000100015005,110010015005,1,1,1,1,1,1,1,1
G11000100016001,110010016001,G11000100016001,110010016001,1,1,1,1,1,1,1,1
G11000100016002,110010016002,G11000100016002,110010016002,1,1,1,1,1,1,1,1
G11000100016003,110010016003,G11000100016003,110010016003,1,1,1,1,1,1,1,1
G11000100016004,110010016004,G11000100015001,110010015001,0.0003814901,0,0,0,0,0,0,0
G11000100016004,110010016004,G11000100016004,110010016004,0.9996185099,1,1,1,1,1,1,1
G11000100017021,110010017021,G11000100017021,110010017021,1,1,1,1,1,1,1,1
G11000100017022,110010017022,G11000100017022,110010017022,1,1,1,1,1,1,1,1
G11000100018031,110010018031,G11000100018031,110010018031,1,1,1,1,1,1,1,1
G11000100018031,110010018031,G11000100020012,110010020012,0,0,0,0,0,0,0,0
G11000100018032,110010018032,G11000100018032,110010018032,0.6056598464,0.5301902399,0.5204616999,0.5213523132,0.5168756027,0.5175600739,0.0641025641,0.5537017727
G11000100018032,110010018032,G11000100018033,110010018033,0.3943401536,0.4698097601,0.4795383001,0.4786476868,0.4831243973,0.4824399261,0.9358974359,0.4462982273
G11000100018041,110010018041,G11000100018041,110010018041,1,1,1,1,1,1,1,1
G11000100018042,110010018042,G11000100018042,110010018042,1,1,1,1,1,1,1,1
G11000100018043,110010018043,G11000100018043,110010018043,1,1,1,1,1,1,1,1
G11000100019011,110010019011,G11000100019011,110010019011,1,1,1,1,1,1,1,1
G11000100019012,110010019012,G11000100019012,110010019012,1,1,1,1,1,1,1,1
G11000100019013,110010019013,G11000100019013,110010019013,1,1,1,1,1,1,1,1
G11000100019014,110010019014,G11000100019014,110010019014,1,1,1,1,1,1,1,1
G11000100019021,110010019021,G11000100019021,110010019021,1,1,1,1,1,1,1,1
G11000100019022,110010019022,G11000100019022,110010019022,1,1,1,1,1,1,1,1
G11000100020011,110010020011,G11000100020011,110010020011,1,1,1,1,1,1,1,1
G11000100020012,110010020012,G11000100013011,110010013011,0,0,0,0,0,0,0,0
G11000100020012,110010020012,G11000100020012,110010020012,1,1,1,1,1,1,1,1
G11000100020021,110010020021,G11000100020021,110010020021,1,1,1,1,1,1,1,1
G11000100020022,110010020022,G11000100018042,110010018042,0.0028315841,0.0027434957,0.0029423322,0.0031454518,0.0028899196,0.0029738817,0.0038485527,0.0022440113
G11000100020022,110010020022,G11000100020022,110010020022,0.9971684159,0.9972565043,0.9970576678,0.9968545482,0.9971100804,0.9970261183,0.9961514473,0.9977559887
G11000100020023,110010020023,G11000100020023,110010020023,1,1,1,1,1,1,1,1
G11000100021011,110010021011,G11000100021011,110010021011,1,1,1,1,1,1,1,1
G11000100021012,110010021012,G11000100021012,110010021012,1,1,1,1,1,1,1,1
G11000100021013,110010021013,G11000100021013,110010021013,1,1,1,1,1,1,1,1
G11000100021014,110010021014,G11000100021014,110010021014,1,1,1,1,1,1,1,1
G11000100021015,110010021015,G11000100021015,110010021015,1,1,1,1,1,1,1,1
G11000100021021,110010021021,G11000100021021,110010021021,1,1,1,1,1,1,1,1
G11000100021022,110010021022,G11000100021022,110010021022,1,1,1,1,1,1,1,1
G11000100021023,110010021023,G11000100021023,110010021023,1,1,1,1,1,1,1,1
G11000100021024,110010021024,G11000100021024,110010021024,1,1,1,1,1,1,1,1
G11000100021025,110010021025,G11000100021025,110010021025,1,1,1,1,1,1,1,1
G11000100021026,110010021026,G11000100021024,110010021024,0.0026626094,0,0,0,0,0,0,0
G11000100021026,110010021026,G11000100021026,110010021026,0.9973373906,1,1,1,1,1,1,1
G11000100022011,110010022011,G11000100022011,110010022011,1,1,1,1,1,1,1,1
G11000100022012,110010022012,G11000100022012,110010022012,1,1,1,1,1,1,1,1
G11000100022013,110010022013,G11000100022013,110010022013,1,1,1,1,1,1,1,1
G11000100022021,110010022021,G11000100022021,110010022021,1,1,1,1,1,1,1,1
G11000100022022,110010022022,G11000100022022,110010022022,1,1,1,1,1,1,1,1
G11000100022023,110010022023,G11000100022023,110010022023,1,1,1,1,1,1,1,1
G11000100023011,110010023011,G11000100023011,110010023011,1,1,1,1,1,1,1,1
G11000100023012,110010023012,G11000100022021,110010022021,0.0213560716,0,0,0,0,0,0,0
G11000100023012,110010023012,G11000100023012,110010023012,0.9786439284,1,1,1,1,1,1,1
G11000100023021,110010023021,G11000100023021,110010023021,0.1069937803,0,0,0,0,0,0,0
G11000100023021,110010023021,G11000100023022,110010023022,0.2051562285,0.5029469548,0.4757180157,0.9329896907,0.4235197368,0.3521932613,0.9605263158,0.3468045113
G11000100023021,110010023021,G11000100023023,110010023023,0.6865013886,0.4970530452,0.5242819843,0.0670103093,0.5764802632,0.6478067387,0.0394736842,0.6531954887
G11000100023021,110010023021,G11000100095111,110010095111,0.0013486026,0,0,0,0,0,0,0
G11000100024001,110010024001,G11000100024001,110010024001,1,1,1,1,1,1,1,1
G11000100024002,110010024002,G11000100024002,110010024002,1,1,1,1,1,1,1,1
G11000100024003,110010024003,G11000100024003,110010024003,1,1,1,1,1,1,1,1
G11000100024004,110010024004,G11000100024004,110010024004,1,1,1,1,1,1,1,1
G11000100025011,110010025011,G11000100025011,110010025011,1,1,1,1,1,1,1,1
G11000100025012,110010025012,G11000100025012,110010025012,1,1,1,1,1,1,1,1
G11000100025021,110010025021,G11000100025031,110010025031,1,1,1,1,1,1,1,1
G11000100025022,110010025022,G11000100025032,110010025032,1,1,1,1,1,1,1,1
G11000100025023,110010025023,G11000100025041,110010025041,1,1,1,1,1,1,1,1
G11000100025024,110010025024,G11000100025042,110010025042,1,1,1,1,1,1,1,1
G11000100026001,110010026001,G11000100013033,110010013033,0.0007870399,0,0,0,0,0,0,0
G11000100026001,110010026001,G11000100013044,110010013044,0.0000434486,0,0,0,0,0,0,0
G11000100026001,110010026001,G11000100026001,110010026001,0.9913723543,1,1,1,1,1,1,1
G11000100026001,110010026001,G11000100027041,110010027041,0.0077971572,0,0,0,0,0,0,0
G11000100026002,110010026002,G11000100013011,110010013011,0.0003415582,0,0,0,0,0,0,0
G11000100026002,110010026002,G11000100013033,110010013033,0.0005432839,0,0,0,0,0,0,0
G11000100026002,110010026002,G11000100026001,110010026001,0.0001574072,0,0,0,0,0,0,0
G11000100026002,110010026002,G11000100026002,110010026002,0.9989577507,1,1,1,1,1,1,1
G11000100027011,110010027011,G11000100027031,110010027031,1,1,1,1,1,1,1,1
G11000100027012,110010027012,G11000100027032,110010027032,1,1,1,1,1,1,1,1
G11000100027013,110010027013,G11000100027041,110010027041,1,1,1,1,1,1,1,1
G11000100027014,110010027014,G11000100027042,110010027042,1,1,1,1,1,1,1,1
G11000100027021,110010027021,G11000100027021,110010027021,1,1,1,1,1,1,1,1
G11000100027022,110010027022,G11000100027023,110010027023,0.4437669482,0.453617399,0.4556898288,0.4367816092,0.4051020408,0.364116095,0.4369747899,0.375
G11000100027022,110010027022,G11000100027024,110010027024,0.5562330518,0.546382601,0.5443101712,0.5632183908,0.5948979592,0.635883905,0.5630252101,0.625
G11000100027023,110010027023,G11000100005011,110010005011,0,0,0,0,0,0,0,0
G11000100027023,110010027023,G11000100027022,110010027022,0.965672664,1,1,1,1,1,1,1
G11000100027023,110010027023,G11000100039021,110010039021,0.034327336,0,0,0,0,0,0,0
G11000100028011,110010028011,G11000100028011,110010028011,1,1,1,1,1,1,1,1
G11000100028012,110010028012,G11000100028012,110010028012,1,1,1,1,1,1,1,1
G11000100028021,110010028021,G11000100028022,110010028022,0.3772949131,0.3773584906,0.3562252964,0.387409201,0.3961772372,0.3963607595,0.6149425287,0.3572159672
G11000100028021,110010028021,G11000100028023,110010028023,0.6227050869,0.6226415094,0.6437747036,0.612590799,0.6038227628,0.6036392405,0.3850574713,0.6427840328
G11000100028022,110010028022,G11000100028021,110010028021,1,1,1,1,1,1,1,1
G11000100029001,110010029001,G11000100029001,110010029001,1,1,1,1,1,1,1,1
G11000100029002,110010029002,G11000100029002,110010029002,1,1,1,1,1,1,1,1
G11000100030001,110010030001,G11000100030001,110010030001,1,1,1,1,1,1,1,1
G11000100030002,110010030002,G11000100030002,110010030002,1,1,1,1,1,1,1,1
G11000100031001,110010031001,G11000100025032,110010025032,0.0003031232,0.0001675314,0.0001981665,0.0001721254,0.0002395085,0.0002136729,0.0002923945,0.0001758836
G11000100031001,110010031001,G11000100031001,110010031001,0.4087144546,0.4578856153,0.4526445264,0.4636752137,0.460852329,0.442086649,0.4519056261,0.4716157205
G11000100031001,110010031001,G11000100031002,110010031002,0.5909824222,0.5419468533,0.547157307,0.5361526609,0.5389081625,0.5576996781,0.5478019793,0.5282083959
G11000100032001,110010032001,G11000100024001,110010024001,0.0017375235,0.0004894509,0.0004914161,0.0003677603,0.000451146,0.0004589053,0.0002929963,0.0007294894
G11000100032001,110010032001,G11000100032001,110010032001,0.9982624765,0.9995105491,0.9995085839,0.9996322397,0.999548854,0.9995410947,0.9997070037,0.9992705106
G11000100032002,110010032002,G11000100032002,110010032002,1,1,1,1,1,1,1,1
G11000100032003,110010032003,G11000100032003,110010032003,1,1,1,1,1,1,1,1
G11000100032004,110010032004,G11000100023021,110010023021,0.0009288153,0,0,0,0,0,0,0
G11000100032004,110010032004,G11000100032004,110010032004,0.9990711847,1,1,1,1,1,1,1
G11000100033011,110010033011,G11000100033011,110010033011,1,1,1,1,1,1,1,1
G11000100033012,110010033012,G11000100033012,110010033012,1,1,1,1,1,1,1,1
G11000100033013,110010033013,G11000100033013,110010033013,1,1,1,1,1,1,1,1
G11000100033021,110010033021,G11000100033021,110010033021,1,1,1,1,1,1,1,1
G11000100033022,110010033022,G11000100033022,110010033022,1,1,1,1,1,1,1,1
G11000100034001,110010034001,G11000100034001,110010034001,1,1,1,1,1,1,1,1
G11000100034002,110010034002,G11000100023021,110010023021,0.0040541472,0,0,0,0,0,0,0
G11000100034002,110010034002,G11000100032004,110010032004,0.003419917,0,0,0,0,0,0,0
G11000100034002,110010034002,G11000100034002,110010034002,0.3890860681,0,0,0,0,0,0,0
G11000100034002,110010034002,G11000100034003,110010034003,0.1985042019,0.384516129,0.3614748449,0.8119266055,0.8699186992,0.7634408602,0.9022801303,0.8376623377
G11000100034002,110010034002,G11000100034004,110010034004,0.0458357553,0.2312903226,0.2325982081,0.1880733945,0.1300813008,0.2365591398,0.0977198697,0.1623376623
G11000100034002,110010034002,G11000100034005,110010034005,0.3590999103,0.3841935484,0.4059269469,0,0,0,0,0
G11000100035001,110010035001,G11000100035001,110010035001,1,1,1,1,1,1,1,1
G11000100035002,110010035002,G11000100035002,110010035002,0.4450731609,0.6407269338,0.6169154229,0.988372093,0.9944903581,0.9923076923,0.9672131148,1
G11000100035002,110010035002,G11000100035003,110010035003,0.5549268391,0.3592730662,0.3830845771,0.011627907,0.0055096419,0.0076923077,0.0327868852,0
G11000100036001,110010036001,G11000100036001,110010036001,1,1,1,1,1,1,1,1
G11000100036002,110010036002,G11000100036002,110010036002,1,1,1,1,1,1,1,1
G11000100036003,110010036003,G11000100036003,110010036003,1,1,1,1,1,1,1,1
G11000100037001,110010037001,G11000100037011,110010037011,1,1,1,1,1,1,1,1
G11000100037002,110010037002,G11000100037021,110010037021,0.2679198876,0.3980793061,0.4519480519,0.1834677419,0.2785016287,0.2806748466,0.05907173,0.3309788093
G11000100037002,110010037002,G11000100037022,110010037022,0.7320801124,0.6019206939,0.5480519481,0.8165322581,0.7214983713,0.7193251534,0.94092827,0.6690211907
G11000100037003,110010037003,G11000100037012,110010037012,1,1,1,1,1,1,1,1
G11000100038001,110010038001,G11000100038021,110010038021,0.5431391496,0.4259166248,0.4243582742,0.4432624113,0.384406165,0.4084858569,0.5451713396,0.3184143223
G11000100038001,110010038001,G11000100038023,110010038023,0.4568608504,0.5740833752,0.5756417258,0.5567375887,0.615593835,0.5915141431,0.4548286604,0.6815856777
G11000100038002,110010038002,G11000100038011,110010038011,0.3057249141,0.5003344482,0.5183058148,0.3849765258,0.5850622407,0.6030828516,0.3325123153,0.7688172043
