GISJOIN,YEAR,STUSAB,REGION,DIVISION,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,BLCK_GRPA,BLOCKA,CONCIT,AIANHHA,AIANHHCC,AITSCE,MSACMSA,CMSA,MACCI,PMSA,NECMA,NECMACCI,CD106,SLDU,SLDL,VTD,VTDI,ZCTA3,ZCTA5,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,SDELM,SDSEC,SDUNI,TAZ,MACC,FYE001,FYE002,FYE003,FYE004,FYE005,FYE006,FYE007
"G11000100002022005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","15213","0","Block 2005","S","+38909111","-077064948",,"99999","99999","00030","20A0","50000",96,0,0,8,0,1,1
"G11000100002022006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","21087","0","Block 2006","S","+38907978","-077064661",,"99999","99999","00030","20A0","50000",73,0,0,2,0,0,0
"G11000100002022007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","17670","0","Block 2007","S","+38908161","-077066723",,"99999","99999","00030","20A0","50000",98,0,0,1,0,2,2
"G11000100002022008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","2","2008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12517","0","Block 2008","S","+38908111","-077068248",,"99999","99999","00030","20C0","50000",88,0,1,3,0,0,0
"G11000100002023000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","20414","0","Block 3000","S","+38907111","-077063911",,"99999","99999","00030","20A0","50000",68,4,0,1,0,0,2
"G11000100002023001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11651","0","Block 3001","S","+38907111","-077065325",,"99999","99999","00030","20A0","50000",46,1,0,0,0,0,0
"G11000100002023002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","18536","0","Block 3002","S","+38907061","-077066723",,"99999","99999","00030","20A0","50000",93,4,0,0,0,0,1
"G11000100002023003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12710","0","Block 3003","S","+38907061","-077068198",,"99999","99999","00030","20C0","50000",92,1,0,7,0,0,1
"G11000100002023004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","9533","0","Block 3004","S","+38906061","-077068148",,"99999","99999","00030","20C0","50000",76,2,0,13,0,1,4
"G11000100002023005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","15118","0","Block 3005","S","+38906061","-077066698",,"99999","99999","00030","11H0","50000",80,2,0,2,0,0,0
"G11000100002023006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8185","0","Block 3006","S","+38906061","-077065298",,"99999","99999","00030","11H0","50000",64,0,0,2,0,0,0
"G11000100002023007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","18632","0","Block 3007","S","+38906061","-077063723",,"99999","99999","00030","11H0","50000",84,0,0,19,0,1,4
"G11000100002023008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","18055","0","Block 3008","S","+38905161","-077063643",,"99999","99999","00030","11H0","50000",13,0,0,3,0,2,0
"G11000100002023009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","6451","0","Block 3009","S","+38905311","-077065248",,"99999","99999","00030","11H0","50000",44,2,0,4,0,1,1
"G11000100002023010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","7655","0","Block 3010","S","+38905311","-077066227",,"99999","99999","00030","11H0","50000",94,6,0,5,0,0,3
"G11000100002023011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","6162","0","Block 3011","S","+38905211","-077067170",,"99999","99999","00030","11H0","50000",47,2,0,0,0,0,4
"G11000100002023012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","3","3012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","8473","0","Block 3012","S","+38905211","-077068148",,"99999","99999","00030","20C0","50000",40,0,0,0,0,0,0
"G11000100002024000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","25349","0","Block 4000","S","+38904361","-077063906",,"99999","99999","00030","11G0","50000",93,3,0,2,0,3,2
"G11000100002024001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","13105","0","Block 4001","S","+38903408","-077065278",,"99999","99999","00030","11G0","50000",170,7,0,12,0,3,5
"G11000100002024002","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4002","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","13914","0","Block 4002","S","+38904461","-077066619",,"99999","99999","00030","11G0","50000",4,0,0,0,0,0,0
"G11000100002024003","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4003","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","5874","0","Block 4003","S","+38904511","-077068173",,"99999","99999","00030","11G0","50000",0,0,0,0,0,0,0
"G11000100002024004","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4004","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","6451","0","Block 4004","S","+38904678","-077069565",,"99999","99999","00030","20C0","50000",0,0,0,0,0,0,0
"G11000100002024005","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4005","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","19884","0","Block 4005","S","+38905261","-077069998",,"99999","99999","00030","20C0","50000",42,0,0,5,0,0,3
"G11000100002024006","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4006","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","10014","0","Block 4006","S","+38906061","-077070698",,"99999","99999","00030","20C0","50000",53,0,0,9,0,1,1
"G11000100002024007","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4007","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","14973","0","Block 4007","S","+38907011","-077070773",,"99999","99999","00030","20C0","50000",35,0,0,8,0,0,0
"G11000100002024008","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4008","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12373","0","Block 4008","S","+38908111","-077070823",,"99999","99999","00030","20C0","50000",85,4,0,16,0,5,3
"G11000100002024009","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4009","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","12036","0","Block 4009","S","+38908111","-077069523",,"99999","99999","00030","20C0","50000",93,1,0,17,0,2,3
"G11000100002024010","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4010","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","13769","0","Block 4010","S","+38907061","-077069448",,"99999","99999","00030","20C0","50000",94,0,0,7,0,2,2
"G11000100002024011","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4011","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","11699","0","Block 4011","S","+38906061","-077069373",,"99999","99999","00030","20C0","50000",8,1,0,0,0,0,1
"G11000100002024012","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4012","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","2744","0","Block 4012","S","+38904244","-077069098",,"99999","99999","00030","20C0","50000",0,0,0,0,0,0,0
"G11000100002024013","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4013","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","108387","0","Block 4013","S","+38904240","-077073757",,"99999","99999","00030","20C0","50000",0,0,0,0,0,0,0
"G11000100002024014","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4014","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","3839","0","Block 4014","S","+38905674","-077075865",,"99999","99999","00030","20B0","50000",0,0,0,0,0,0,0
"G11000100002024015","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4015","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","18812","0","Block 4015","S","+38905411","-077073050",,"99999","99999","00030","20B0","50000",7,0,0,0,0,0,0
"G11000100002024016","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4016","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","18874","0","Block 4016","S","+38903978","-077067341",,"99999","99999","00030","11G0","50000",0,0,0,0,0,0,0
"G11000100002024017","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4017","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","33420","0","Block 4017","S","+38902711","-077065214",,"99999","99999","00030","11F0","50000",0,0,0,0,0,0,0
"G11000100002024018","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4018","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","17634","0","Block 4018","S","+38903076","-077064190",,"99999","99999","00030","11G0","50000",18,0,0,2,0,0,1
"G11000100002024019","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4019","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","5633","0","Block 4019","S","+38903361","-077063048",,"99999","99999","00030","11G0","50000",59,1,0,0,0,0,0
"G11000100002024020","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4020","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","4525","0","Block 4020","S","+38903761","-077063073",,"99999","99999","00030","11G0","50000",37,0,0,1,0,2,4
"G11000100002024021","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4021","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","20007","4044","0","Block 4021","S","+38903761","-077064273",,"99999","99999","00030","11G0","50000",73,0,0,5,0,0,2
"G11000100002024998","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4998","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","200HH","0","210692","Block 4998","S","+38902411","-077073622",,"99999","99999","00030","20C0","50000",0,0,0,0,0,0,0
"G11000100002024999","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000202","4","4999","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"2","P","200","200HH","0","144919","Block 4999","S","+38901711","-077066248",,"99999","99999","00030","11F0","50000",0,0,0,0,0,0,0
"G11000100003001000","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000300","1","1000","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20007","36151","0","Block 1000","S","+38920411","-077072361",,"99999","99999","00030","20K0","50000",225,5,0,8,0,2,3
"G11000100003001001","2000","DC","3","5","District Of Columbia","11","District Of Columbia","001","50000","C5","50000","C5","1","000300","1","1001","99999","9999","99","999","8872","97","Y","8840","9999","9","98",,,"3","P","200","20007","11119","0","Block 1001","S","+38919311","-077071341",,"99999","99999","00030","20K0","50000",51,0,0,4,0,0,2
