GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,EUY001,EUY002,EUY003,EUY004,EUY005
"G1100010009540705","1990","DC","99","9999","9999","9999","99","9","705","7","009540","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 705","S","+38941450","-076991874",,16,46,0,1,0
"G1100010009540706","1990","DC","99","9999","9999","9999","99","9","706","7","009540","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 706","S","+38940850","-076991905",,5,30,0,0,0
"G1100010009601101","1990","DC","99","9999","9999","9999","99","9","101","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000336","0000000000","Block 101","S","+38912600","-076940725",,0,186,1,0,0
"G1100010009601102","1990","DC","99","9999","9999","9999","99","9","102","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 102","S","+38910211","-076939787",,11,57,0,0,0
"G1100010009601103","1990","DC","99","9999","9999","9999","99","9","103","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 103","S","+38910067","-076941232",,0,60,0,0,0
"G1100010009601104","1990","DC","99","9999","9999","9999","99","9","104","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000035","0000000000","Block 104","S","+38909208","-076939020",,0,53,0,0,0
"G1100010009601106","1990","DC","99","9999","9999","9999","99","9","106","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 106","S","+38910700","-076937500",,0,101,0,0,0
"G1100010009601108","1990","DC","99","9999","9999","9999","99","9","108","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 108","S","+38911150","-076934232",,0,46,0,0,0
"G1100010009601109","1990","DC","99","9999","9999","9999","99","9","109","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 109","S","+38910438","-076933206",,0,32,0,0,0
"G1100010009601110","1990","DC","99","9999","9999","9999","99","9","110","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 110","S","+38909403","-076934653",,2,58,0,0,0
"G1100010009601111","1990","DC","99","9999","9999","9999","99","9","111","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 111","S","+38910050","-076935329",,0,63,4,0,0
"G1100010009601112","1990","DC","99","9999","9999","9999","99","9","112","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000064","0000000000","Block 112","S","+38908267","-076936581",,0,6,0,0,0
"G1100010009601117","1990","DC","99","9999","9999","9999","99","9","117","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000041","0000000000","Block 117","S","+38911967","-076938672",,0,3,0,0,0
"G1100010009601118","1990","DC","99","9999","9999","9999","99","9","118","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 118","S","+38911150","-076939632",,2,65,0,0,0
"G1100010009601121","1990","DC","99","9999","9999","9999","99","9","121","1","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 121","S","+38909100","-076941424",,0,64,0,0,0
"G1100010009601201","1990","DC","99","9999","9999","9999","99","9","201","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000187","0000000000","Block 201","S","+38914367","-076947841",,0,2,0,0,0
"G1100010009601202","1990","DC","99","9999","9999","9999","99","9","202","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 202","S","+38907567","-076941801",,0,28,0,0,0
"G1100010009601203","1990","DC","99","9999","9999","9999","99","9","203","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 203","S","+38907850","-076940024",,0,51,0,0,0
"G1100010009601206","1990","DC","99","9999","9999","9999","99","9","206","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000465","0000000000","Block 206","S","+38908359","-076946671",,0,23,0,0,0
"G1100010009601207","1990","DC","99","9999","9999","9999","99","9","207","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 207","S","+38906600","-076941399",,0,37,0,0,0
"G1100010009601208","1990","DC","99","9999","9999","9999","99","9","208","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 208","S","+38906700","-076942949",,1,39,0,0,0
"G1100010009601209","1990","DC","99","9999","9999","9999","99","9","209","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000027","0000000000","Block 209","S","+38906150","-076945165",,0,52,0,1,0
"G1100010009601210","1990","DC","99","9999","9999","9999","99","9","210","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 210","S","+38905800","-076942874",,0,48,0,0,0
"G1100010009601211","1990","DC","99","9999","9999","9999","99","9","211","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 211","S","+38905750","-076941251",,0,29,0,0,0
"G1100010009601212","1990","DC","99","9999","9999","9999","99","9","212","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 212","S","+38907008","-076939960",,0,31,0,0,0
"G1100010009601214","1990","DC","99","9999","9999","9999","99","9","214","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000026","0000000000","Block 214","S","+38905167","-076942094",,0,116,1,0,0
"G1100010009601215","1990","DC","99","9999","9999","9999","99","9","215","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000030","0000000000","Block 215","S","+38905050","-076945185",,0,74,0,0,0
"G1100010009601216","1990","DC","99","9999","9999","9999","99","9","216","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 216","S","+38904200","-076944814",,0,37,0,0,0
"G1100010009601218","1990","DC","99","9999","9999","9999","99","9","218","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000037","0000000000","Block 218","S","+38902967","-076943946",,0,11,0,0,0
"G1100010009601219","1990","DC","99","9999","9999","9999","99","9","219","2","009601","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000003","0000000000","Block 219","S","+38903450","-076944212",,0,3,0,1,0
"G1100010009602302","1990","DC","99","9999","9999","9999","99","9","302","3","009602","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 302","S","+38902000","-076950429",,0,100,0,0,0
"G1100010009602309","1990","DC","99","9999","9999","9999","99","9","309","3","009602","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000174","0000000000","Block 309","S","+38903950","-076949774",,11,2357,1,0,3
"G1100010009603101","1990","DC","99","9999","9999","9999","99","9","101","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000010","0000000000","Block 101","S","+38891950","-076941949",,0,58,1,0,0
"G1100010009603102","1990","DC","99","9999","9999","9999","99","9","102","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000036","0000000000","Block 102","S","+38891300","-076943824",,2,253,6,1,0
"G1100010009603103","1990","DC","99","9999","9999","9999","99","9","103","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 103","S","+38893033","-076946077",,0,61,5,0,5
"G1100010009603104","1990","DC","99","9999","9999","9999","99","9","104","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000021","0000000000","Block 104","S","+38892333","-076946232",,2,107,0,0,2
"G1100010009603105","1990","DC","99","9999","9999","9999","99","9","105","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000059","0000000000","Block 105","S","+38890800","-076946098",,1,105,0,0,0
"G1100010009603106","1990","DC","99","9999","9999","9999","99","9","106","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 106","S","+38890250","-076943824",,0,186,0,1,0
"G1100010009603108","1990","DC","99","9999","9999","9999","99","9","108","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 108","S","+38890832","-076941998",,0,149,0,0,4
"G1100010009603109","1990","DC","99","9999","9999","9999","99","9","109","1","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000069","0000000000","Block 109","S","+38891100","-076940567",,6,695,3,0,0
"G1100010009603202","1990","DC","99","9999","9999","9999","99","9","202","2","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 202","S","+38890150","-076949067",,0,176,0,1,0
"G1100010009603203","1990","DC","99","9999","9999","9999","99","9","203","2","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 203","S","+38890667","-076952129",,2,68,0,0,0
"G1100010009603204","1990","DC","99","9999","9999","9999","99","9","204","2","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000016","0000000000","Block 204","S","+38890367","-076951068",,0,60,0,0,0
"G1100010009603205","1990","DC","99","9999","9999","9999","99","9","205","2","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000032","0000000000","Block 205","S","+38891250","-076949124",,1,194,0,0,0
"G1100010009603206","1990","DC","99","9999","9999","9999","99","9","206","2","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000037","0000000000","Block 206","S","+38892167","-076949522",,1,202,0,0,0
"G1100010009603207","1990","DC","99","9999","9999","9999","99","9","207","2","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 207","S","+38893100","-076949721",,0,35,0,1,0
"G1100010009603210","1990","DC","99","9999","9999","9999","99","9","210","2","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000005","0000000000","Block 210","S","+38889817","-076951736",,0,32,0,0,0
"G1100010009603301","1990","DC","99","9999","9999","9999","99","9","301","3","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000096","0000000000","Block 301","S","+38894533","-076951302",,2,287,0,0,1
"G1100010009603302","1990","DC","99","9999","9999","9999","99","9","302","3","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000008","0000000000","Block 302","S","+38893150","-076952398",,0,76,0,0,0
"G1100010009603303","1990","DC","99","9999","9999","9999","99","9","303","3","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 303","S","+38892750","-076951714",,0,44,0,0,0
"G1100010009603306","1990","DC","99","9999","9999","9999","99","9","306","3","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 306","S","+38890200","-076954442",,1,90,1,0,0
"G1100010009603322","1990","DC","99","9999","9999","9999","99","9","322","3","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 322","S","+38891267","-076952977",,3,110,0,0,0
"G1100010009603323","1990","DC","99","9999","9999","9999","99","9","323","3","009603","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 323","S","+38891550","-076953921",,3,287,0,0,0
"G1100010009604402","1990","DC","99","9999","9999","9999","99","9","402","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 402","S","+38891233","-076961116",,1,171,0,0,0
"G1100010009604403","1990","DC","99","9999","9999","9999","99","9","403","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 403","S","+38890317","-076959724",,0,125,0,0,0
"G1100010009604404","1990","DC","99","9999","9999","9999","99","9","404","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 404","S","+38890750","-076959452",,2,180,0,0,0
"G1100010009604405","1990","DC","99","9999","9999","9999","99","9","405","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 405","S","+38891450","-076959074",,1,254,0,0,0
"G1100010009604406","1990","DC","99","9999","9999","9999","99","9","406","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 406","S","+38893200","-076956799",,0,117,0,1,0
"G1100010009604407","1990","DC","99","9999","9999","9999","99","9","407","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 407","S","+38892417","-076957187",,0,111,1,0,0
"G1100010009604408","1990","DC","99","9999","9999","9999","99","9","408","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 408","S","+38893050","-076958961",,6,108,0,0,0
"G1100010009604409","1990","DC","99","9999","9999","9999","99","9","409","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 409","S","+38892250","-076959140",,0,168,0,0,0
"G1100010009604410","1990","DC","99","9999","9999","9999","99","9","410","4","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000014","0000000000","Block 410","S","+38892700","-076960699",,0,101,0,0,3
"G1100010009604502","1990","DC","99","9999","9999","9999","99","9","502","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 502","S","+38894300","-076958949",,0,115,0,0,4
"G1100010009604503","1990","DC","99","9999","9999","9999","99","9","503","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 503","S","+38894000","-076957399",,1,101,0,0,0
"G1100010009604504","1990","DC","99","9999","9999","9999","99","9","504","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 504","S","+38894000","-076956499",,1,105,0,0,0
"G1100010009604505","1990","DC","99","9999","9999","9999","99","9","505","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000009","0000000000","Block 505","S","+38894050","-076955649",,1,135,0,0,0
"G1100010009604506","1990","DC","99","9999","9999","9999","99","9","506","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000013","0000000000","Block 506","S","+38893700","-076959127",,0,141,0,0,0
"G1100010009604507","1990","DC","99","9999","9999","9999","99","9","507","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000017","0000000000","Block 507","S","+38894900","-076956549",,0,192,1,0,0
"G1100010009604508","1990","DC","99","9999","9999","9999","99","9","508","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 508","S","+38895650","-076956539",,0,38,0,0,0
"G1100010009604509","1990","DC","99","9999","9999","9999","99","9","509","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000040","0000000000","Block 509","S","+38895867","-076959043",,0,30,0,0,0
"G1100010009604520","1990","DC","99","9999","9999","9999","99","9","520","5","009604","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000047","0000000000","Block 520","S","+38895433","-076954020",,0,49,0,0,0
"G11000100097101","1990","DC","99","9999","9999","9999","99","9","101","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 101","S","+38838233","-076990064",,0,47,0,0,0
"G11000100097102","1990","DC","99","9999","9999","9999","99","9","102","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000086","0000000000","Block 102","S","+38836700","-076990832",,0,792,2,0,0
"G11000100097103","1990","DC","99","9999","9999","9999","99","9","103","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000119","0000000000","Block 103","S","+38834655","-076989068",,3,1393,4,0,1
"G11000100097104","1990","DC","99","9999","9999","9999","99","9","104","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 104","S","+38834250","-076985776",,0,180,0,0,0
"G11000100097106","1990","DC","99","9999","9999","9999","99","9","106","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 106","S","+38833200","-076986981",,0,181,0,0,0
"G11000100097107","1990","DC","99","9999","9999","9999","99","9","107","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 107","S","+38833850","-076989249",,0,104,0,0,0
"G11000100097108","1990","DC","99","9999","9999","9999","99","9","108","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 108","S","+38832600","-076989955",,0,172,0,0,0
"G11000100097109","1990","DC","99","9999","9999","9999","99","9","109","1","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000023","0000000000","Block 109","S","+38832000","-076988795",,0,206,0,0,0
"G11000100097201","1990","DC","99","9999","9999","9999","99","9","201","2","0097","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000089","0000000000","Block 201","S","+38830133","-076992060",,4,1314,6,2,2
"G1100010009803201","1990","DC","99","9999","9999","9999","99","9","201","2","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 201","S","+38835000","-077002128",,2,140,0,0,0
"G1100010009803202","1990","DC","99","9999","9999","9999","99","9","202","2","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000015","0000000000","Block 202","S","+38831600","-077006949",,1,127,0,0,0
"G1100010009803203","1990","DC","99","9999","9999","9999","99","9","203","2","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000006","0000000000","Block 203","S","+38834500","-077003395",,0,47,0,0,1
"G1100010009803204","1990","DC","99","9999","9999","9999","99","9","204","2","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 204","S","+38833317","-077004483",,0,115,0,0,0
"G1100010009803205","1990","DC","99","9999","9999","9999","99","9","205","2","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 205","S","+38834100","-077001742",,0,70,0,0,0
"G1100010009803206","1990","DC","99","9999","9999","9999","99","9","206","2","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000031","0000000000","Block 206","S","+38832600","-077004474",,2,87,0,0,3
"G1100010009803207","1990","DC","99","9999","9999","9999","99","9","207","2","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000022","0000000000","Block 207","S","+38831767","-077004766",,0,233,0,1,1
"G1100010009803301","1990","DC","99","9999","9999","9999","99","9","301","3","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000042","0000000000","Block 301","S","+38833600","-077007933",,8,309,1,0,0
"G1100010009803302","1990","DC","99","9999","9999","9999","99","9","302","3","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000024","0000000000","Block 302","S","+38833700","-077006649",,5,137,0,2,0
"G1100010009803303","1990","DC","99","9999","9999","9999","99","9","303","3","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000033","0000000000","Block 303","S","+38836200","-077006911",,1,278,0,0,1
"G1100010009803304","1990","DC","99","9999","9999","9999","99","9","304","3","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000028","0000000000","Block 304","S","+38834500","-077005120",,1,175,0,0,0
"G1100010009803305","1990","DC","99","9999","9999","9999","99","9","305","3","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000042","0000000000","Block 305","S","+38835800","-077004429",,7,339,0,0,1
"G1100010009803306","1990","DC","99","9999","9999","9999","99","9","306","3","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000007","0000000000","Block 306","S","+38835933","-077002274",,2,47,0,0,0
"G1100010009803401","1990","DC","99","9999","9999","9999","99","9","401","4","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000093","0000000000","Block 401","S","+38839000","-077001853",,2,109,0,0,0
"G1100010009803402","1990","DC","99","9999","9999","9999","99","9","402","4","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000029","0000000000","Block 402","S","+38837050","-077003699",,3,125,0,0,4
"G1100010009803403","1990","DC","99","9999","9999","9999","99","9","403","4","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000020","0000000000","Block 403","S","+38837367","-077005299",,5,195,0,2,0
"G1100010009803404","1990","DC","99","9999","9999","9999","99","9","404","4","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000018","0000000000","Block 404","S","+38838267","-077005210",,0,60,0,0,0
"G1100010009803405","1990","DC","99","9999","9999","9999","99","9","405","4","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000035","0000000000","Block 405","S","+38839200","-077003730",,0,85,0,0,0
"G1100010009803406","1990","DC","99","9999","9999","9999","99","9","406","4","009803","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000019","0000000000","Block 406","S","+38836417","-077002124",,1,76,0,0,0
"G1100010009804101","1990","DC","99","9999","9999","9999","99","9","101","1","009804","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000081","0000000000","Block 101","S","+38838400","-076999751",,6,418,3,3,0
"G1100010009804102","1990","DC","99","9999","9999","9999","99","9","102","1","009804","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000198","0000000000","Block 102","S","+38840500","-076996228",,1,1614,0,3,1
"G1100010009804103","1990","DC","99","9999","9999","9999","99","9","103","1","009804","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000011","0000000000","Block 103","S","+38842400","-076999099",,0,74,0,0,0
"G1100010009804104","1990","DC","99","9999","9999","9999","99","9","104","1","009804","98","99999","99","District Of Columbia","001","50000","C5","5","8840","50000","C5","3","9999","3","District Of Columbia","11","1","8840",,"0000000012","0000000000","Block 104","S","+38842400","-077000149",,0,46,0,0,0
