GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLOCKA,AREANAME,CBD,CM5001,CM5002,CM6001,CM6002,CM6003,CM6004
"G11000100061207","1970","District Of Columbia","11","District Of Columbia","001","0061","207","Tract   61 Block 207","1",17,23,7,8,1,1
"G11000100061211","1970","District Of Columbia","11","District Of Columbia","001","0061","211","Tract   61 Block 211","1",313,371,73,73,3,3
"G11000100061213","1970","District Of Columbia","11","District Of Columbia","001","0061","213","Tract   61 Block 213","1",192,196,39,53,5,7
"G11000100062204","1970","District Of Columbia","11","District Of Columbia","001","0062","204","Tract   62 Block 204","1",220,273,31,40,4,7
"G11000100062209","1970","District Of Columbia","11","District Of Columbia","001","0062","209","Tract   62 Block 209","1",-2,1,,,,
"G11000100062221","1970","District Of Columbia","11","District Of Columbia","001","0062","221","Tract   62 Block 221","1",-2,1,,,,
"G1100010006301101","1970","District Of Columbia","11","District Of Columbia","001","006301","101","Tract   63.01 Block 101","1",1128,1368,500,709,13,18
"G1100010006301102","1970","District Of Columbia","11","District Of Columbia","001","006301","102","Tract   63.01 Block 102","1",530,659,75,82,7,7
"G1100010006301103","1970","District Of Columbia","11","District Of Columbia","001","006301","103","Tract   63.01 Block 103","1",-1,,,,,
"G1100010006302101","1970","District Of Columbia","11","District Of Columbia","001","006302","101","Tract   63.02 Block 101","1",320,80,28,7,4,2
"G1100010006399100","1970","District Of Columbia","11","District Of Columbia","001","006399","100","Tract   63.99 Block 100","1",-2,0,,,,
"G11000100064101","1970","District Of Columbia","11","District Of Columbia","001","0064","101","Tract   64 Block 101","1",73,100,73,100,0,0
"G11000100064102","1970","District Of Columbia","11","District Of Columbia","001","0064","102","Tract   64 Block 102","1",205,222,205,222,0,0
"G11000100064103","1970","District Of Columbia","11","District Of Columbia","001","0064","103","Tract   64 Block 103","1",113,149,112,147,1,2
"G11000100064104","1970","District Of Columbia","11","District Of Columbia","001","0064","104","Tract   64 Block 104","1",62,101,62,101,0,0
"G11000100064105","1970","District Of Columbia","11","District Of Columbia","001","0064","105","Tract   64 Block 105","1",500,738,496,731,0,0
"G11000100064106","1970","District Of Columbia","11","District Of Columbia","001","0064","106","Tract   64 Block 106","1",133,148,60,75,0,0
"G11000100064107","1970","District Of Columbia","11","District Of Columbia","001","0064","107","Tract   64 Block 107","1",115,188,114,186,0,1
"G11000100064108","1970","District Of Columbia","11","District Of Columbia","001","0064","108","Tract   64 Block 108","1",22,17,22,17,0,0
"G11000100064109","1970","District Of Columbia","11","District Of Columbia","001","0064","109","Tract   64 Block 109","1",18,26,18,26,0,0
"G11000100064110","1970","District Of Columbia","11","District Of Columbia","001","0064","110","Tract   64 Block 110","1",32,33,32,33,0,0
"G11000100064111","1970","District Of Columbia","11","District Of Columbia","001","0064","111","Tract   64 Block 111","1",72,105,72,105,0,0
"G11000100064112","1970","District Of Columbia","11","District Of Columbia","001","0064","112","Tract   64 Block 112","1",105,129,105,126,0,0
"G11000100064201","1970","District Of Columbia","11","District Of Columbia","001","0064","201","Tract   64 Block 201","1",111,129,111,129,0,0
"G11000100064202","1970","District Of Columbia","11","District Of Columbia","001","0064","202","Tract   64 Block 202","1",191,221,191,220,0,1
"G11000100064206","1970","District Of Columbia","11","District Of Columbia","001","0064","206","Tract   64 Block 206","1",29,30,29,30,0,0
"G11000100064207","1970","District Of Columbia","11","District Of Columbia","001","0064","207","Tract   64 Block 207","1",-2,3,,,,
"G11000100064304","1970","District Of Columbia","11","District Of Columbia","001","0064","304","Tract   64 Block 304","1",90,151,90,149,0,1
"G11000100064306","1970","District Of Columbia","11","District Of Columbia","001","0064","306","Tract   64 Block 306","1",-2,2,,,,
"G11000100065101","1970","District Of Columbia","11","District Of Columbia","001","0065","101","Tract   65 Block 101","1",105,106,4,1,6,7
"G11000100065102","1970","District Of Columbia","11","District Of Columbia","001","0065","102","Tract   65 Block 102","1",78,88,3,3,4,6
"G11000100065103","1970","District Of Columbia","11","District Of Columbia","001","0065","103","Tract   65 Block 103","1",23,8,0,0,0,0
"G11000100065104","1970","District Of Columbia","11","District Of Columbia","001","0065","104","Tract   65 Block 104","1",41,43,3,5,0,1
"G11000100065105","1970","District Of Columbia","11","District Of Columbia","001","0065","105","Tract   65 Block 105","1",136,123,25,23,4,8
"G11000100065106","1970","District Of Columbia","11","District Of Columbia","001","0065","106","Tract   65 Block 106","1",17,14,4,6,0,0
"G11000100065111","1970","District Of Columbia","11","District Of Columbia","001","0065","111","Tract   65 Block 111","1",69,75,15,18,0,0
"G11000100065202","1970","District Of Columbia","11","District Of Columbia","001","0065","202","Tract   65 Block 202","1",43,51,5,14,1,3
"G11000100065203","1970","District Of Columbia","11","District Of Columbia","001","0065","203","Tract   65 Block 203","1",56,58,31,25,0,0
"G11000100065204","1970","District Of Columbia","11","District Of Columbia","001","0065","204","Tract   65 Block 204","1",21,33,14,30,0,0
"G11000100065206","1970","District Of Columbia","11","District Of Columbia","001","0065","206","Tract   65 Block 206","1",58,71,42,53,3,0
"G11000100065207","1970","District Of Columbia","11","District Of Columbia","001","0065","207","Tract   65 Block 207","1",34,36,14,15,0,0
"G11000100065208","1970","District Of Columbia","11","District Of Columbia","001","0065","208","Tract   65 Block 208","1",72,70,41,34,2,0
"G11000100065301","1970","District Of Columbia","11","District Of Columbia","001","0065","301","Tract   65 Block 301","1",66,77,4,6,0,0
"G11000100065302","1970","District Of Columbia","11","District Of Columbia","001","0065","302","Tract   65 Block 302","1",125,134,51,64,0,0
"G11000100065303","1970","District Of Columbia","11","District Of Columbia","001","0065","303","Tract   65 Block 303","1",88,72,31,34,0,0
"G11000100065401","1970","District Of Columbia","11","District Of Columbia","001","0065","401","Tract   65 Block 401","1",26,19,13,12,2,1
"G11000100065403","1970","District Of Columbia","11","District Of Columbia","001","0065","403","Tract   65 Block 403","1",46,41,9,14,2,1
"G11000100065404","1970","District Of Columbia","11","District Of Columbia","001","0065","404","Tract   65 Block 404","1",83,78,24,25,0,0
"G11000100065406","1970","District Of Columbia","11","District Of Columbia","001","0065","406","Tract   65 Block 406","1",104,112,19,23,0,1
"G11000100065407","1970","District Of Columbia","11","District Of Columbia","001","0065","407","Tract   65 Block 407","1",119,151,33,53,3,1
"G11000100065501","1970","District Of Columbia","11","District Of Columbia","001","0065","501","Tract   65 Block 501","1",101,96,16,10,0,0
"G11000100065502","1970","District Of Columbia","11","District Of Columbia","001","0065","502","Tract   65 Block 502","1",3,3,0,0,0,0
"G11000100065505","1970","District Of Columbia","11","District Of Columbia","001","0065","505","Tract   65 Block 505","1",126,127,36,56,2,4
"G11000100065602","1970","District Of Columbia","11","District Of Columbia","001","0065","602","Tract   65 Block 602","1",182,181,23,21,3,1
"G11000100066101","1970","District Of Columbia","11","District Of Columbia","001","0066","101","Tract   66 Block 101","1",80,71,30,25,5,1
"G11000100066102","1970","District Of Columbia","11","District Of Columbia","001","0066","102","Tract   66 Block 102","1",103,110,18,20,1,2
"G11000100066103","1970","District Of Columbia","11","District Of Columbia","001","0066","103","Tract   66 Block 103","1",39,39,1,2,2,0
"G11000100066104","1970","District Of Columbia","11","District Of Columbia","001","0066","104","Tract   66 Block 104","1",73,68,3,5,1,1
"G11000100066105","1970","District Of Columbia","11","District Of Columbia","001","0066","105","Tract   66 Block 105","1",82,86,16,12,1,1
"G11000100066106","1970","District Of Columbia","11","District Of Columbia","001","0066","106","Tract   66 Block 106","1",95,98,21,27,5,4
"G11000100066201","1970","District Of Columbia","11","District Of Columbia","001","0066","201","Tract   66 Block 201","1",26,23,5,8,0,0
"G11000100066202","1970","District Of Columbia","11","District Of Columbia","001","0066","202","Tract   66 Block 202","1",60,75,13,9,1,0
"G11000100066203","1970","District Of Columbia","11","District Of Columbia","001","0066","203","Tract   66 Block 203","1",89,73,15,14,0,0
"G11000100066205","1970","District Of Columbia","11","District Of Columbia","001","0066","205","Tract   66 Block 205","1",48,46,14,25,0,0
"G11000100066206","1970","District Of Columbia","11","District Of Columbia","001","0066","206","Tract   66 Block 206","1",11,12,8,9,0,0
"G11000100066301","1970","District Of Columbia","11","District Of Columbia","001","0066","301","Tract   66 Block 301","1",47,40,3,6,2,0
"G11000100066302","1970","District Of Columbia","11","District Of Columbia","001","0066","302","Tract   66 Block 302","1",44,26,23,10,1,0
"G11000100066303","1970","District Of Columbia","11","District Of Columbia","001","0066","303","Tract   66 Block 303","1",17,8,0,0,0,0
"G11000100066306","1970","District Of Columbia","11","District Of Columbia","001","0066","306","Tract   66 Block 306","1",112,84,26,12,2,3
"G11000100066307","1970","District Of Columbia","11","District Of Columbia","001","0066","307","Tract   66 Block 307","1",53,45,4,2,1,2
"G11000100066308","1970","District Of Columbia","11","District Of Columbia","001","0066","308","Tract   66 Block 308","1",136,136,56,62,4,1
"G11000100066309","1970","District Of Columbia","11","District Of Columbia","001","0066","309","Tract   66 Block 309","1",63,50,37,18,0,1
"G11000100067101","1970","District Of Columbia","11","District Of Columbia","001","0067","101","Tract   67 Block 101","1",158,165,155,151,0,0
"G11000100067102","1970","District Of Columbia","11","District Of Columbia","001","0067","102","Tract   67 Block 102","1",187,198,169,183,0,0
"G11000100067103","1970","District Of Columbia","11","District Of Columbia","001","0067","103","Tract   67 Block 103","1",9,8,9,8,0,0
"G11000100067104","1970","District Of Columbia","11","District Of Columbia","001","0067","104","Tract   67 Block 104","1",194,207,171,175,0,0
"G11000100067105","1970","District Of Columbia","11","District Of Columbia","001","0067","105","Tract   67 Block 105","1",153,155,152,154,1,1
"G11000100067107","1970","District Of Columbia","11","District Of Columbia","001","0067","107","Tract   67 Block 107","1",46,74,43,69,0,0
"G11000100067108","1970","District Of Columbia","11","District Of Columbia","001","0067","108","Tract   67 Block 108","1",120,140,119,139,0,0
"G11000100067109","1970","District Of Columbia","11","District Of Columbia","001","0067","109","Tract   67 Block 109","1",63,56,61,55,1,0
"G11000100067201","1970","District Of Columbia","11","District Of Columbia","001","0067","201","Tract   67 Block 201","1",151,207,143,199,3,3
"G11000100067203","1970","District Of Columbia","11","District Of Columbia","001","0067","203","Tract   67 Block 203","1",127,134,118,125,0,0
"G11000100067204","1970","District Of Columbia","11","District Of Columbia","001","0067","204","Tract   67 Block 204","1",111,126,111,122,0,0
"G11000100067205","1970","District Of Columbia","11","District Of Columbia","001","0067","205","Tract   67 Block 205","1",175,157,166,151,1,0
"G11000100067206","1970","District Of Columbia","11","District Of Columbia","001","0067","206","Tract   67 Block 206","1",63,73,40,58,0,0
"G11000100067207","1970","District Of Columbia","11","District Of Columbia","001","0067","207","Tract   67 Block 207","1",156,142,76,85,2,1
"G11000100067208","1970","District Of Columbia","11","District Of Columbia","001","0067","208","Tract   67 Block 208","1",138,117,25,25,1,3
"G11000100067301","1970","District Of Columbia","11","District Of Columbia","001","0067","301","Tract   67 Block 301","1",174,186,131,156,1,0
"G11000100067302","1970","District Of Columbia","11","District Of Columbia","001","0067","302","Tract   67 Block 302","1",77,78,54,62,0,0
"G11000100067303","1970","District Of Columbia","11","District Of Columbia","001","0067","303","Tract   67 Block 303","1",98,83,61,56,0,0
"G11000100067304","1970","District Of Columbia","11","District Of Columbia","001","0067","304","Tract   67 Block 304","1",66,65,36,26,0,1
"G11000100067306","1970","District Of Columbia","11","District Of Columbia","001","0067","306","Tract   67 Block 306","1",105,95,61,63,0,0
"G11000100067307","1970","District Of Columbia","11","District Of Columbia","001","0067","307","Tract   67 Block 307","1",114,103,52,42,2,1
"G11000100067401","1970","District Of Columbia","11","District Of Columbia","001","0067","401","Tract   67 Block 401","1",14,16,4,6,0,0
"G11000100067402","1970","District Of Columbia","11","District Of Columbia","001","0067","402","Tract   67 Block 402","1",28,29,7,7,0,0
"G11000100067403","1970","District Of Columbia","11","District Of Columbia","001","0067","403","Tract   67 Block 403","1",79,79,27,40,4,1
"G11000100067405","1970","District Of Columbia","11","District Of Columbia","001","0067","405","Tract   67 Block 405","1",90,72,48,37,0,0
"G11000100067406","1970","District Of Columbia","11","District Of Columbia","001","0067","406","Tract   67 Block 406","1",34,29,4,5,0,1
"G11000100067407","1970","District Of Columbia","11","District Of Columbia","001","0067","407","Tract   67 Block 407","1",39,47,6,5,2,0
"G11000100067408","1970","District Of Columbia","11","District Of Columbia","001","0067","408","Tract   67 Block 408","1",66,57,19,9,5,3
"G1100010006801101","1970","District Of Columbia","11","District Of Columbia","001","006801","101","Tract   68.01 Block 101","1",131,137,128,135,1,0
"G1100010006801102","1970","District Of Columbia","11","District Of Columbia","001","006801","102","Tract   68.01 Block 102","1",179,202,176,201,1,0
"G1100010006801103","1970","District Of Columbia","11","District Of Columbia","001","006801","103","Tract   68.01 Block 103","1",115,134,110,131,0,1
"G1100010006801104","1970","District Of Columbia","11","District Of Columbia","001","006801","104","Tract   68.01 Block 104","1",132,133,126,127,0,0
"G1100010006801105","1970","District Of Columbia","11","District Of Columbia","001","006801","105","Tract   68.01 Block 105","1",87,110,80,102,0,1
"G1100010006801106","1970","District Of Columbia","11","District Of Columbia","001","006801","106","Tract   68.01 Block 106","1",109,134,103,131,6,3
"G1100010006801107","1970","District Of Columbia","11","District Of Columbia","001","006801","107","Tract   68.01 Block 107","1",67,59,67,59,0,0
"G1100010006801108","1970","District Of Columbia","11","District Of Columbia","001","006801","108","Tract   68.01 Block 108","1",123,145,99,115,4,4
"G1100010006801110","1970","District Of Columbia","11","District Of Columbia","001","006801","110","Tract   68.01 Block 110","1",95,146,86,129,1,1
"G1100010006801201","1970","District Of Columbia","11","District Of Columbia","001","006801","201","Tract   68.01 Block 201","1",96,99,96,99,0,0
"G1100010006801202","1970","District Of Columbia","11","District Of Columbia","001","006801","202","Tract   68.01 Block 202","1",94,109,94,109,0,0
"G1100010006801203","1970","District Of Columbia","11","District Of Columbia","001","006801","203","Tract   68.01 Block 203","1",114,121,112,120,1,0
"G1100010006801204","1970","District Of Columbia","11","District Of Columbia","001","006801","204","Tract   68.01 Block 204","1",143,146,142,145,0,0
"G1100010006801205","1970","District Of Columbia","11","District Of Columbia","001","006801","205","Tract   68.01 Block 205","1",74,83,73,80,0,0
"G1100010006801206","1970","District Of Columbia","11","District Of Columbia","001","006801","206","Tract   68.01 Block 206","1",60,81,53,78,6,2
"G1100010006802101","1970","District Of Columbia","11","District Of Columbia","001","006802","101","Tract   68.02 Block 101","1",-1,,,,,
"G1100010006802102","1970","District Of Columbia","11","District Of Columbia","001","006802","102","Tract   68.02 Block 102","1",-1,,,,,
"G1100010006802104","1970","District Of Columbia","11","District Of Columbia","001","006802","104","Tract   68.02 Block 104","1",-1,,,,,
"G1100010006802105","1970","District Of Columbia","11","District Of Columbia","001","006802","105","Tract   68.02 Block 105","1",-1,,,,,
"G1100010006802106","1970","District Of Columbia","11","District Of Columbia","001","006802","106","Tract   68.02 Block 106","1",-1,,,,,
"G1100010006802107","1970","District Of Columbia","11","District Of Columbia","001","006802","107","Tract   68.02 Block 107","1",-1,,,,,
"G1100010006802201","1970","District Of Columbia","11","District Of Columbia","001","006802","201","Tract   68.02 Block 201","1",172,185,169,183,2,2
"G1100010006802202","1970","District Of Columbia","11","District Of Columbia","001","006802","202","Tract   68.02 Block 202","1",188,181,186,180,0,0
"G1100010006802203","1970","District Of Columbia","11","District Of Columbia","001","006802","203","Tract   68.02 Block 203","1",203,206,203,206,0,0
"G1100010006802204","1970","District Of Columbia","11","District Of Columbia","001","006802","204","Tract   68.02 Block 204","1",112,141,110,139,0,0
"G1100010006802206","1970","District Of Columbia","11","District Of Columbia","001","006802","206","Tract   68.02 Block 206","1",63,80,55,72,5,4
"G1100010006802301","1970","District Of Columbia","11","District Of Columbia","001","006802","301","Tract   68.02 Block 301","1",109,137,103,131,1,0
"G1100010006802303","1970","District Of Columbia","11","District Of Columbia","001","006802","303","Tract   68.02 Block 303","1",122,119,112,110,0,0
"G1100010006802305","1970","District Of Columbia","11","District Of Columbia","001","006802","305","Tract   68.02 Block 305","1",101,113,96,109,1,1
"G1100010006802307","1970","District Of Columbia","11","District Of Columbia","001","006802","307","Tract   68.02 Block 307","1",96,98,90,95,0,0
"G1100010006802308","1970","District Of Columbia","11","District Of Columbia","001","006802","308","Tract   68.02 Block 308","1",72,80,67,76,0,0
"G1100010006803101","1970","District Of Columbia","11","District Of Columbia","001","006803","101","Tract   68.03 Block 101","1",45,64,40,55,0,0
"G1100010006803106","1970","District Of Columbia","11","District Of Columbia","001","006803","106","Tract   68.03 Block 106","1",1194,111,1034,46,27,11
"G1100010006803107","1970","District Of Columbia","11","District Of Columbia","001","006803","107","Tract   68.03 Block 107","1",27,30,27,30,0,0
"G11000100069101","1970","District Of Columbia","11","District Of Columbia","001","0069","101","Tract   69 Block 101","1",190,204,190,202,0,0
"G11000100069102","1970","District Of Columbia","11","District Of Columbia","001","0069","102","Tract   69 Block 102","1",135,158,132,156,1,1
"G11000100069103","1970","District Of Columbia","11","District Of Columbia","001","0069","103","Tract   69 Block 103","1",79,79,79,79,0,0
"G11000100069104","1970","District Of Columbia","11","District Of Columbia","001","0069","104","Tract   69 Block 104","1",201,265,197,261,0,0
"G11000100069106","1970","District Of Columbia","11","District Of Columbia","001","0069","106","Tract   69 Block 106","1",20,28,20,28,0,0
"G11000100069201","1970","District Of Columbia","11","District Of Columbia","001","0069","201","Tract   69 Block 201","1",185,198,180,194,0,0
"G11000100069202","1970","District Of Columbia","11","District Of Columbia","001","0069","202","Tract   69 Block 202","1",37,38,37,38,0,0
"G11000100069204","1970","District Of Columbia","11","District Of Columbia","001","0069","204","Tract   69 Block 204","1",150,174,145,170,0,0
"G11000100069206","1970","District Of Columbia","11","District Of Columbia","001","0069","206","Tract   69 Block 206","1",161,169,140,147,0,0
"G11000100069210","1970","District Of Columbia","11","District Of Columbia","001","0069","210","Tract   69 Block 210","1",195,227,167,191,0,1
"G11000100069301","1970","District Of Columbia","11","District Of Columbia","001","0069","301","Tract   69 Block 301","1",104,89,89,72,1,0
"G11000100069303","1970","District Of Columbia","11","District Of Columbia","001","0069","303","Tract   69 Block 303","1",40,55,24,43,0,0
"G11000100069304","1970","District Of Columbia","11","District Of Columbia","001","0069","304","Tract   69 Block 304","1",27,28,15,22,0,0
"G11000100069307","1970","District Of Columbia","11","District Of Columbia","001","0069","307","Tract   69 Block 307","1",50,52,42,43,0,0
"G11000100069308","1970","District Of Columbia","11","District Of Columbia","001","0069","308","Tract   69 Block 308","1",65,82,62,72,0,6
"G11000100069309","1970","District Of Columbia","11","District Of Columbia","001","0069","309","Tract   69 Block 309","1",121,129,118,128,0,0
"G11000100069311","1970","District Of Columbia","11","District Of Columbia","001","0069","311","Tract   69 Block 311","1",149,159,142,151,0,0
"G11000100070101","1970","District Of Columbia","11","District Of Columbia","001","0070","101","Tract   70 Block 101","1",83,72,33,33,2,2
"G11000100070102","1970","District Of Columbia","11","District Of Columbia","001","0070","102","Tract   70 Block 102","1",10,9,2,4,0,0
"G11000100070103","1970","District Of Columbia","11","District Of Columbia","001","0070","103","Tract   70 Block 103","1",12,17,2,3,0,0
"G11000100070105","1970","District Of Columbia","11","District Of Columbia","001","0070","105","Tract   70 Block 105","1",10,11,4,8,2,1
"G11000100070107","1970","District Of Columbia","11","District Of Columbia","001","0070","107","Tract   70 Block 107","1",51,50,22,17,0,1
"G11000100070108","1970","District Of Columbia","11","District Of Columbia","001","0070","108","Tract   70 Block 108","1",76,62,30,25,5,5
"G11000100070109","1970","District Of Columbia","11","District Of Columbia","001","0070","109","Tract   70 Block 109","1",128,92,62,51,0,0
"G11000100070201","1970","District Of Columbia","11","District Of Columbia","001","0070","201","Tract   70 Block 201","1",8,11,6,9,1,1
"G11000100070202","1970","District Of Columbia","11","District Of Columbia","001","0070","202","Tract   70 Block 202","1",8,6,7,4,0,0
"G11000100070205","1970","District Of Columbia","11","District Of Columbia","001","0070","205","Tract   70 Block 205","1",27,29,27,29,0,0
"G11000100070206","1970","District Of Columbia","11","District Of Columbia","001","0070","206","Tract   70 Block 206","1",279,36,39,27,6,2
"G11000100070209","1970","District Of Columbia","11","District Of Columbia","001","0070","209","Tract   70 Block 209","1",136,105,49,57,2,1
"G11000100070210","1970","District Of Columbia","11","District Of Columbia","001","0070","210","Tract   70 Block 210","1",-2,1,,,,
"G11000100070211","1970","District Of Columbia","11","District Of Columbia","001","0070","211","Tract   70 Block 211","1",106,83,75,72,1,0
"G11000100070301","1970","District Of Columbia","11","District Of Columbia","001","0070","301","Tract   70 Block 301","1",209,244,172,209,0,0
"G11000100070303","1970","District Of Columbia","11","District Of Columbia","001","0070","303","Tract   70 Block 303","1",133,160,49,62,1,4
"G11000100070304","1970","District Of Columbia","11","District Of Columbia","001","0070","304","Tract   70 Block 304","1",120,110,50,54,1,0
"G11000100070305","1970","District Of Columbia","11","District Of Columbia","001","0070","305","Tract   70 Block 305","1",72,71,49,48,0,0
"G11000100070306","1970","District Of Columbia","11","District Of Columbia","001","0070","306","Tract   70 Block 306","1",87,87,71,70,0,0
"G11000100070405","1970","District Of Columbia","11","District Of Columbia","001","0070","405","Tract   70 Block 405","1",59,56,20,26,2,0
"G11000100070406","1970","District Of Columbia","11","District Of Columbia","001","0070","406","Tract   70 Block 406","1",80,89,41,60,0,0
"G11000100070408","1970","District Of Columbia","11","District Of Columbia","001","0070","408","Tract   70 Block 408","1",21,17,2,5,0,0
"G11000100071101","1970","District Of Columbia","11","District Of Columbia","001","0071","101","Tract   71 Block 101","1",33,48,26,37,0,0
"G11000100071102","1970","District Of Columbia","11","District Of Columbia","001","0071","102","Tract   71 Block 102","1",61,55,42,45,0,0
"G11000100071103","1970","District Of Columbia","11","District Of Columbia","001","0071","103","Tract   71 Block 103","1",142,173,135,170,0,0
"G11000100071104","1970","District Of Columbia","11","District Of Columbia","001","0071","104","Tract   71 Block 104","1",439,697,435,675,1,6
"G11000100071105","1970","District Of Columbia","11","District Of Columbia","001","0071","105","Tract   71 Block 105","1",36,25,36,25,0,0
"G11000100071106","1970","District Of Columbia","11","District Of Columbia","001","0071","106","Tract   71 Block 106","1",67,89,64,83,0,0
"G11000100071107","1970","District Of Columbia","11","District Of Columbia","001","0071","107","Tract   71 Block 107","1",33,24,32,23,0,0
"G11000100071201","1970","District Of Columbia","11","District Of Columbia","001","0071","201","Tract   71 Block 201","1",167,198,158,188,2,2
"G11000100071202","1970","District Of Columbia","11","District Of Columbia","001","0071","202","Tract   71 Block 202","1",37,37,34,34,0,0
"G11000100071203","1970","District Of Columbia","11","District Of Columbia","001","0071","203","Tract   71 Block 203","1",92,106,59,72,0,0
"G11000100071205","1970","District Of Columbia","11","District Of Columbia","001","0071","205","Tract   71 Block 205","1",76,76,66,65,0,0
"G11000100071206","1970","District Of Columbia","11","District Of Columbia","001","0071","206","Tract   71 Block 206","1",100,101,88,89,5,4
"G11000100071207","1970","District Of Columbia","11","District Of Columbia","001","0071","207","Tract   71 Block 207","1",75,79,72,73,0,0
"G11000100071301","1970","District Of Columbia","11","District Of Columbia","001","0071","301","Tract   71 Block 301","1",14,11,13,11,0,0
"G11000100071304","1970","District Of Columbia","11","District Of Columbia","001","0071","304","Tract   71 Block 304","1",192,201,176,192,0,0
"G11000100071305","1970","District Of Columbia","11","District Of Columbia","001","0071","305","Tract   71 Block 305","1",240,237,239,237,0,0
"G11000100071307","1970","District Of Columbia","11","District Of Columbia","001","0071","307","Tract   71 Block 307","1",118,185,118,184,0,1
"G11000100072102","1970","District Of Columbia","11","District Of Columbia","001","0072","102","Tract   72 Block 102","1",70,78,60,72,0,0
"G11000100072105","1970","District Of Columbia","11","District Of Columbia","001","0072","105","Tract   72 Block 105","1",58,57,50,51,0,0
"G11000100072107","1970","District Of Columbia","11","District Of Columbia","001","0072","107","Tract   72 Block 107","1",10,10,10,10,0,0
"G11000100072108","1970","District Of Columbia","11","District Of Columbia","001","0072","108","Tract   72 Block 108","1",20,26,20,26,0,0
"G11000100072201","1970","District Of Columbia","11","District Of Columbia","001","0072","201","Tract   72 Block 201","1",150,225,148,223,0,0
"G11000100072202","1970","District Of Columbia","11","District Of Columbia","001","0072","202","Tract   72 Block 202","1",12,31,12,29,0,0
"G11000100072205","1970","District Of Columbia","11","District Of Columbia","001","0072","205","Tract   72 Block 205","1",61,85,61,85,0,0
"G11000100072206","1970","District Of Columbia","11","District Of Columbia","001","0072","206","Tract   72 Block 206","1",268,370,268,370,0,0
"G11000100072209","1970","District Of Columbia","11","District Of Columbia","001","0072","209","Tract   72 Block 209","1",263,379,262,376,0,0
"G11000100072211","1970","District Of Columbia","11","District Of Columbia","001","0072","211","Tract   72 Block 211","1",65,130,61,124,0,0
"G11000100072301","1970","District Of Columbia","11","District Of Columbia","001","0072","301","Tract   72 Block 301","1",62,76,62,76,0,0
"G11000100072302","1970","District Of Columbia","11","District Of Columbia","001","0072","302","Tract   72 Block 302","1",37,55,37,55,0,0
"G11000100072303","1970","District Of Columbia","11","District Of Columbia","001","0072","303","Tract   72 Block 303","1",27,31,27,31,0,0
"G11000100072304","1970","District Of Columbia","11","District Of Columbia","001","0072","304","Tract   72 Block 304","1",34,20,34,20,0,0
"G11000100072305","1970","District Of Columbia","11","District Of Columbia","001","0072","305","Tract   72 Block 305","1",64,63,64,63,0,0
"G11000100072306","1970","District Of Columbia","11","District Of Columbia","001","0072","306","Tract   72 Block 306","1",71,93,71,93,0,0
"G11000100072307","1970","District Of Columbia","11","District Of Columbia","001","0072","307","Tract   72 Block 307","1",88,133,88,133,0,0
"G11000100072308","1970","District Of Columbia","11","District Of Columbia","001","0072","308","Tract   72 Block 308","1",70,88,68,84,1,0
"G11000100072309","1970","District Of Columbia","11","District Of Columbia","001","0072","309","Tract   72 Block 309","1",-2,2,,,,
"G11000100072310","1970","District Of Columbia","11","District Of Columbia","001","0072","310","Tract   72 Block 310","1",51,61,51,61,0,0
"G11000100072311","1970","District Of Columbia","11","District Of Columbia","001","0072","311","Tract   72 Block 311","1",12,10,12,10,0,0
"G11000100072313","1970","District Of Columbia","11","District Of Columbia","001","0072","313","Tract   72 Block 313","1",8,0,1,0,0,0
"G11000100072404","1970","District Of Columbia","11","District Of Columbia","001","0072","404","Tract   72 Block 404","1",16,18,16,18,0,0
"G11000100072405","1970","District Of Columbia","11","District Of Columbia","001","0072","405","Tract   72 Block 405","1",38,39,38,39,0,0
"G11000100072407","1970","District Of Columbia","11","District Of Columbia","001","0072","407","Tract   72 Block 407","1",57,59,55,58,0,0
"G11000100072409","1970","District Of Columbia","11","District Of Columbia","001","0072","409","Tract   72 Block 409","1",35,28,35,28,0,0
"G11000100072410","1970","District Of Columbia","11","District Of Columbia","001","0072","410","Tract   72 Block 410","1",-2,3,,,,
"G11000100072411","1970","District Of Columbia","11","District Of Columbia","001","0072","411","Tract   72 Block 411","1",12,9,12,9,0,0
"G11000100072412","1970","District Of Columbia","11","District Of Columbia","001","0072","412","Tract   72 Block 412","1",-2,2,,,,
"G11000100072502","1970","District Of Columbia","11","District Of Columbia","001","0072","502","Tract   72 Block 502","1",4,4,4,4,0,0
"G11000100072503","1970","District Of Columbia","11","District Of Columbia","001","0072","503","Tract   72 Block 503","1",61,88,59,87,0,0
"G11000100072505","1970","District Of Columbia","11","District Of Columbia","001","0072","505","Tract   72 Block 505","1",40,43,40,43,0,0
"G11000100072508","1970","District Of Columbia","11","District Of Columbia","001","0072","508","Tract   72 Block 508","1",182,28,20,0,4,0
"G1100010007299200","1970","District Of Columbia","11","District Of Columbia","001","007299","200","Tract   72.99 Block 200","1",151,0,18,0,8,0
"G1100010007301101","1970","District Of Columbia","11","District Of Columbia","001","007301","101","Tract   73.01 Block 101","1",3256,1955,473,258,309,312
"G1100010007302101","1970","District Of Columbia","11","District Of Columbia","001","007302","101","Tract   73.02 Block 101","1",66,88,25,31,0,0
