GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLOCKA,AREANAME,CBD,CM5001,CM5002,CM6001,CM6002,CM6003,CM6004
"G11000100006412","1970","District Of Columbia","11","District Of Columbia","001","0006","412","Tract    6 Block 412","1",41,45,0,1,0,0
"G11000100006501","1970","District Of Columbia","11","District Of Columbia","001","0006","501","Tract    6 Block 501","1",43,54,0,1,0,2
"G11000100006502","1970","District Of Columbia","11","District Of Columbia","001","0006","502","Tract    6 Block 502","1",56,67,0,3,0,0
"G11000100006503","1970","District Of Columbia","11","District Of Columbia","001","0006","503","Tract    6 Block 503","1",104,95,1,1,2,0
"G11000100006506","1970","District Of Columbia","11","District Of Columbia","001","0006","506","Tract    6 Block 506","1",43,154,12,7,0,0
"G11000100007101","1970","District Of Columbia","11","District Of Columbia","001","0007","101","Tract    7 Block 101","1",158,288,11,7,7,7
"G11000100007102","1970","District Of Columbia","11","District Of Columbia","001","0007","102","Tract    7 Block 102","1",270,636,15,13,8,7
"G11000100007104","1970","District Of Columbia","11","District Of Columbia","001","0007","104","Tract    7 Block 104","1",32,48,0,0,0,0
"G11000100007105","1970","District Of Columbia","11","District Of Columbia","001","0007","105","Tract    7 Block 105","1",24,65,0,0,3,3
"G11000100007106","1970","District Of Columbia","11","District Of Columbia","001","0007","106","Tract    7 Block 106","1",21,14,0,1,0,0
"G11000100007107","1970","District Of Columbia","11","District Of Columbia","001","0007","107","Tract    7 Block 107","1",27,28,0,0,2,5
"G11000100007201","1970","District Of Columbia","11","District Of Columbia","001","0007","201","Tract    7 Block 201","1",62,156,1,1,0,2
"G11000100007202","1970","District Of Columbia","11","District Of Columbia","001","0007","202","Tract    7 Block 202","1",166,328,2,1,2,4
"G11000100007203","1970","District Of Columbia","11","District Of Columbia","001","0007","203","Tract    7 Block 203","1",61,97,2,1,3,6
"G11000100007204","1970","District Of Columbia","11","District Of Columbia","001","0007","204","Tract    7 Block 204","1",31,19,0,0,0,0
"G11000100007205","1970","District Of Columbia","11","District Of Columbia","001","0007","205","Tract    7 Block 205","1",40,91,0,2,0,1
"G11000100007206","1970","District Of Columbia","11","District Of Columbia","001","0007","206","Tract    7 Block 206","1",21,33,0,0,0,0
"G11000100007207","1970","District Of Columbia","11","District Of Columbia","001","0007","207","Tract    7 Block 207","1",39,47,0,1,0,0
"G11000100007208","1970","District Of Columbia","11","District Of Columbia","001","0007","208","Tract    7 Block 208","1",600,920,2,1,3,4
"G11000100007301","1970","District Of Columbia","11","District Of Columbia","001","0007","301","Tract    7 Block 301","1",58,62,1,2,3,4
"G11000100007302","1970","District Of Columbia","11","District Of Columbia","001","0007","302","Tract    7 Block 302","1",93,106,1,3,0,2
"G11000100007303","1970","District Of Columbia","11","District Of Columbia","001","0007","303","Tract    7 Block 303","1",37,42,0,1,2,0
"G11000100007304","1970","District Of Columbia","11","District Of Columbia","001","0007","304","Tract    7 Block 304","1",84,120,1,0,1,0
"G11000100007305","1970","District Of Columbia","11","District Of Columbia","001","0007","305","Tract    7 Block 305","1",338,832,13,16,5,19
"G11000100007306","1970","District Of Columbia","11","District Of Columbia","001","0007","306","Tract    7 Block 306","1",3,4,0,0,0,0
"G11000100007307","1970","District Of Columbia","11","District Of Columbia","001","0007","307","Tract    7 Block 307","1",208,302,1,1,7,8
"G11000100007308","1970","District Of Columbia","11","District Of Columbia","001","0007","308","Tract    7 Block 308","1",101,164,2,1,1,2
"G11000100007402","1970","District Of Columbia","11","District Of Columbia","001","0007","402","Tract    7 Block 402","1",80,129,2,2,0,0
"G11000100007403","1970","District Of Columbia","11","District Of Columbia","001","0007","403","Tract    7 Block 403","1",-2,2,,,,
"G11000100007404","1970","District Of Columbia","11","District Of Columbia","001","0007","404","Tract    7 Block 404","1",98,113,4,2,5,3
"G11000100007405","1970","District Of Columbia","11","District Of Columbia","001","0007","405","Tract    7 Block 405","1",148,187,5,4,2,4
"G11000100007406","1970","District Of Columbia","11","District Of Columbia","001","0007","406","Tract    7 Block 406","1",241,407,4,2,3,0
"G11000100008101","1970","District Of Columbia","11","District Of Columbia","001","0008","101","Tract    8 Block 101","1",587,995,3,4,3,8
"G11000100008102","1970","District Of Columbia","11","District Of Columbia","001","0008","102","Tract    8 Block 102","1",7,8,0,0,0,0
"G11000100008103","1970","District Of Columbia","11","District Of Columbia","001","0008","103","Tract    8 Block 103","1",13,7,0,0,0,0
"G11000100008104","1970","District Of Columbia","11","District Of Columbia","001","0008","104","Tract    8 Block 104","1",19,24,0,2,0,0
"G11000100008105","1970","District Of Columbia","11","District Of Columbia","001","0008","105","Tract    8 Block 105","1",35,50,0,1,0,0
"G11000100008106","1970","District Of Columbia","11","District Of Columbia","001","0008","106","Tract    8 Block 106","1",-2,4,,,,
"G11000100008107","1970","District Of Columbia","11","District Of Columbia","001","0008","107","Tract    8 Block 107","1",103,205,0,0,4,3
"G11000100008108","1970","District Of Columbia","11","District Of Columbia","001","0008","108","Tract    8 Block 108","1",9,8,0,0,0,0
"G11000100008109","1970","District Of Columbia","11","District Of Columbia","001","0008","109","Tract    8 Block 109","1",9,5,0,0,0,0
"G11000100008110","1970","District Of Columbia","11","District Of Columbia","001","0008","110","Tract    8 Block 110","1",22,19,0,1,0,0
"G11000100008201","1970","District Of Columbia","11","District Of Columbia","001","0008","201","Tract    8 Block 201","1",20,19,0,1,0,0
"G11000100008202","1970","District Of Columbia","11","District Of Columbia","001","0008","202","Tract    8 Block 202","1",40,52,1,4,0,2
"G11000100008203","1970","District Of Columbia","11","District Of Columbia","001","0008","203","Tract    8 Block 203","1",118,148,0,9,1,3
"G11000100008204","1970","District Of Columbia","11","District Of Columbia","001","0008","204","Tract    8 Block 204","1",6,12,0,2,0,0
"G11000100008205","1970","District Of Columbia","11","District Of Columbia","001","0008","205","Tract    8 Block 205","1",20,21,0,0,0,0
"G11000100008206","1970","District Of Columbia","11","District Of Columbia","001","0008","206","Tract    8 Block 206","1",12,15,0,0,0,0
"G11000100008207","1970","District Of Columbia","11","District Of Columbia","001","0008","207","Tract    8 Block 207","1",68,86,0,0,0,1
"G11000100008209","1970","District Of Columbia","11","District Of Columbia","001","0008","209","Tract    8 Block 209","1",33,44,0,0,0,0
"G11000100008210","1970","District Of Columbia","11","District Of Columbia","001","0008","210","Tract    8 Block 210","1",56,60,0,2,2,0
"G11000100008212","1970","District Of Columbia","11","District Of Columbia","001","0008","212","Tract    8 Block 212","1",85,100,0,0,2,2
"G11000100008214","1970","District Of Columbia","11","District Of Columbia","001","0008","214","Tract    8 Block 214","1",54,88,0,0,0,0
"G11000100008215","1970","District Of Columbia","11","District Of Columbia","001","0008","215","Tract    8 Block 215","1",45,51,0,0,0,1
"G11000100008301","1970","District Of Columbia","11","District Of Columbia","001","0008","301","Tract    8 Block 301","1",289,370,4,5,5,5
"G11000100008302","1970","District Of Columbia","11","District Of Columbia","001","0008","302","Tract    8 Block 302","1",42,36,0,0,0,0
"G11000100008305","1970","District Of Columbia","11","District Of Columbia","001","0008","305","Tract    8 Block 305","1",16,33,0,0,0,0
"G11000100008306","1970","District Of Columbia","11","District Of Columbia","001","0008","306","Tract    8 Block 306","1",-2,3,,,,
"G11000100008307","1970","District Of Columbia","11","District Of Columbia","001","0008","307","Tract    8 Block 307","1",56,63,0,0,2,0
"G11000100008308","1970","District Of Columbia","11","District Of Columbia","001","0008","308","Tract    8 Block 308","1",153,203,9,13,4,2
"G11000100008309","1970","District Of Columbia","11","District Of Columbia","001","0008","309","Tract    8 Block 309","1",81,108,1,1,0,2
"G11000100008310","1970","District Of Columbia","11","District Of Columbia","001","0008","310","Tract    8 Block 310","1",40,42,0,0,0,2
"G11000100008311","1970","District Of Columbia","11","District Of Columbia","001","0008","311","Tract    8 Block 311","1",9,4,0,0,0,0
"G11000100008401","1970","District Of Columbia","11","District Of Columbia","001","0008","401","Tract    8 Block 401","1",148,221,0,1,5,2
"G11000100008402","1970","District Of Columbia","11","District Of Columbia","001","0008","402","Tract    8 Block 402","1",11,7,3,3,0,0
"G11000100008404","1970","District Of Columbia","11","District Of Columbia","001","0008","404","Tract    8 Block 404","1",14,86,0,7,0,1
"G11000100008405","1970","District Of Columbia","11","District Of Columbia","001","0008","405","Tract    8 Block 405","1",59,344,1,5,0,1
"G11000100008407","1970","District Of Columbia","11","District Of Columbia","001","0008","407","Tract    8 Block 407","1",43,39,0,0,0,0
"G11000100008408","1970","District Of Columbia","11","District Of Columbia","001","0008","408","Tract    8 Block 408","1",13,11,0,0,0,0
"G11000100008410","1970","District Of Columbia","11","District Of Columbia","001","0008","410","Tract    8 Block 410","1",16,25,0,0,0,1
"G11000100008501","1970","District Of Columbia","11","District Of Columbia","001","0008","501","Tract    8 Block 501","1",32,38,0,0,0,0
"G11000100008502","1970","District Of Columbia","11","District Of Columbia","001","0008","502","Tract    8 Block 502","1",43,44,0,0,0,0
"G11000100008503","1970","District Of Columbia","11","District Of Columbia","001","0008","503","Tract    8 Block 503","1",41,34,0,0,0,0
"G11000100008504","1970","District Of Columbia","11","District Of Columbia","001","0008","504","Tract    8 Block 504","1",10,15,0,0,0,0
"G11000100008505","1970","District Of Columbia","11","District Of Columbia","001","0008","505","Tract    8 Block 505","1",90,114,0,2,1,1
"G11000100008506","1970","District Of Columbia","11","District Of Columbia","001","0008","506","Tract    8 Block 506","1",3,5,0,0,0,0
"G11000100008507","1970","District Of Columbia","11","District Of Columbia","001","0008","507","Tract    8 Block 507","1",22,26,1,2,0,0
"G11000100008508","1970","District Of Columbia","11","District Of Columbia","001","0008","508","Tract    8 Block 508","1",36,50,1,3,0,1
"G11000100008509","1970","District Of Columbia","11","District Of Columbia","001","0008","509","Tract    8 Block 509","1",32,29,0,2,0,0
"G11000100008510","1970","District Of Columbia","11","District Of Columbia","001","0008","510","Tract    8 Block 510","1",48,47,1,1,0,0
"G11000100008601","1970","District Of Columbia","11","District Of Columbia","001","0008","601","Tract    8 Block 601","1",18,24,0,1,0,0
"G11000100008602","1970","District Of Columbia","11","District Of Columbia","001","0008","602","Tract    8 Block 602","1",21,19,0,0,0,0
"G11000100008603","1970","District Of Columbia","11","District Of Columbia","001","0008","603","Tract    8 Block 603","1",11,15,1,0,0,0
"G11000100008604","1970","District Of Columbia","11","District Of Columbia","001","0008","604","Tract    8 Block 604","1",19,25,0,4,0,1
"G11000100008605","1970","District Of Columbia","11","District Of Columbia","001","0008","605","Tract    8 Block 605","1",18,17,0,0,0,0
"G11000100008606","1970","District Of Columbia","11","District Of Columbia","001","0008","606","Tract    8 Block 606","1",19,31,0,3,0,0
"G11000100008607","1970","District Of Columbia","11","District Of Columbia","001","0008","607","Tract    8 Block 607","1",86,98,0,0,0,1
"G11000100008608","1970","District Of Columbia","11","District Of Columbia","001","0008","608","Tract    8 Block 608","1",50,68,0,1,1,0
"G11000100008609","1970","District Of Columbia","11","District Of Columbia","001","0008","609","Tract    8 Block 609","1",27,40,1,0,0,0
"G11000100008610","1970","District Of Columbia","11","District Of Columbia","001","0008","610","Tract    8 Block 610","1",32,48,0,1,0,1
"G11000100008611","1970","District Of Columbia","11","District Of Columbia","001","0008","611","Tract    8 Block 611","1",30,33,0,0,0,0
"G11000100008612","1970","District Of Columbia","11","District Of Columbia","001","0008","612","Tract    8 Block 612","1",40,35,0,1,0,0
"G11000100008614","1970","District Of Columbia","11","District Of Columbia","001","0008","614","Tract    8 Block 614","1",17,17,0,0,0,0
"G11000100009101","1970","District Of Columbia","11","District Of Columbia","001","0009","101","Tract    9 Block 101","1",4,8,1,0,2,5
"G11000100009103","1970","District Of Columbia","11","District Of Columbia","001","0009","103","Tract    9 Block 103","1",12,12,0,0,0,0
"G11000100009105","1970","District Of Columbia","11","District Of Columbia","001","0009","105","Tract    9 Block 105","1",21,25,0,0,0,0
"G11000100009106","1970","District Of Columbia","11","District Of Columbia","001","0009","106","Tract    9 Block 106","1",35,36,0,0,0,1
"G11000100009108","1970","District Of Columbia","11","District Of Columbia","001","0009","108","Tract    9 Block 108","1",16,24,0,0,0,0
"G11000100009109","1970","District Of Columbia","11","District Of Columbia","001","0009","109","Tract    9 Block 109","1",33,52,0,0,0,0
"G11000100009110","1970","District Of Columbia","11","District Of Columbia","001","0009","110","Tract    9 Block 110","1",30,40,0,0,0,0
"G11000100009111","1970","District Of Columbia","11","District Of Columbia","001","0009","111","Tract    9 Block 111","1",39,45,0,0,3,2
"G11000100009112","1970","District Of Columbia","11","District Of Columbia","001","0009","112","Tract    9 Block 112","1",21,35,0,0,0,0
"G11000100009113","1970","District Of Columbia","11","District Of Columbia","001","0009","113","Tract    9 Block 113","1",19,22,0,0,4,3
"G11000100009114","1970","District Of Columbia","11","District Of Columbia","001","0009","114","Tract    9 Block 114","1",17,16,0,0,0,1
"G11000100009115","1970","District Of Columbia","11","District Of Columbia","001","0009","115","Tract    9 Block 115","1",30,34,0,0,0,0
"G11000100009116","1970","District Of Columbia","11","District Of Columbia","001","0009","116","Tract    9 Block 116","1",32,33,0,1,0,0
"G11000100009201","1970","District Of Columbia","11","District Of Columbia","001","0009","201","Tract    9 Block 201","1",24,33,0,1,0,0
"G11000100009202","1970","District Of Columbia","11","District Of Columbia","001","0009","202","Tract    9 Block 202","1",41,52,0,0,0,0
"G11000100009203","1970","District Of Columbia","11","District Of Columbia","001","0009","203","Tract    9 Block 203","1",73,90,0,3,0,0
"G11000100009204","1970","District Of Columbia","11","District Of Columbia","001","0009","204","Tract    9 Block 204","1",12,8,0,0,0,0
"G11000100009205","1970","District Of Columbia","11","District Of Columbia","001","0009","205","Tract    9 Block 205","1",913,1753,23,19,8,8
