GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALZKE001,ALZKE002,ALZKE003,AL1LE001,AL1LE002,AL1LE003,AL1LE004,AL1LE005,AL1LE006,AL1LE007,AL1LE008,NAME_M,ALZKM001,ALZKM002,ALZKM003,AL1LM001,AL1LM002,AL1LM003,AL1LM004,AL1LM005,AL1LM006,AL1LM007,AL1LM008
"G11000100015004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010015004",,,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia",619,606,13,594,394,85,15,70,0,309,200,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia",71,74,20,78,87,61,25,61,12,92,90
"G11000100015005","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001500","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010015005",,,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",359,359,0,311,222,118,0,118,0,104,89,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",74,74,12,70,70,55,12,55,12,63,56
"G11000100016001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010016001",,,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",406,406,0,378,257,68,0,68,0,189,121,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",78,78,12,88,84,62,12,62,12,67,51
"G11000100016002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010016002",,,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",298,242,56,194,155,34,14,20,0,121,39,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",77,82,55,61,45,24,21,16,12,49,46
"G11000100016003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010016003",,,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",327,293,34,293,227,85,10,75,0,142,66,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",65,61,40,61,68,45,15,46,12,66,33
"G11000100016004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010016004",,,"Block Group 4, Census Tract 16, District of Columbia, District of Columbia",605,580,25,508,412,85,9,76,39,288,96,"Block Group 4, Census Tract 16, District of Columbia, District of Columbia",103,101,40,90,96,45,15,43,49,91,43
"G11000100017021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010017021",,,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia",738,728,10,436,314,66,16,50,0,248,122,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia",92,92,16,83,69,34,17,32,12,62,82
"G11000100017022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010017022",,,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia",878,812,66,468,343,70,0,70,0,273,125,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia",90,100,69,74,80,52,12,52,12,78,43
"G11000100018031","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001803","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010018031",,,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia",507,467,40,187,102,21,3,18,0,81,85,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia",97,96,45,56,37,20,7,18,12,35,48
"G11000100018032","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001803","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010018032",,,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia",1232,1125,107,34,17,9,0,9,0,8,17,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia",109,114,57,29,19,12,12,12,12,13,20
"G11000100018041","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001804","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010018041",,,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia",553,553,0,159,159,14,14,0,0,145,0,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia",162,162,12,83,83,23,23,12,12,81,12
"G11000100018042","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001804","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010018042",,,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia",678,665,13,220,141,15,0,15,18,108,79,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia",166,163,21,87,76,24,12,24,30,70,50
"G11000100018043","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001804","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010018043",,,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",1033,908,125,204,114,36,17,19,0,78,90,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",205,223,95,84,65,43,28,33,12,60,62
"G11000100019011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010019011",,,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",394,366,28,248,172,65,22,43,0,107,76,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",75,77,33,56,54,42,31,32,12,38,52
"G11000100019012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010019012",,,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",384,335,49,188,113,16,7,9,0,97,75,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",90,84,56,55,50,18,13,13,12,50,37
"G11000100019013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010019013",,,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",493,447,46,373,265,36,15,21,0,229,108,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",74,77,50,77,74,29,16,24,12,68,53
"G11000100019014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001901","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010019014",,,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",356,301,55,249,177,13,0,13,31,133,72,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",86,72,50,83,80,16,12,16,46,59,37
"G11000100019021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010019021",,,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",481,459,22,415,283,99,5,94,0,184,132,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",68,62,24,63,61,40,8,37,12,51,46
"G11000100019022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"001902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010019022",,,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",382,361,21,269,199,46,0,46,0,153,70,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",57,61,27,56,54,33,12,33,12,49,28
"G11000100020011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002001","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010020011",,,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",731,672,59,116,94,19,0,19,0,75,22,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",68,71,39,50,42,19,12,19,12,37,20
"G11000100020012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002001","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010020012",,,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",387,376,11,296,219,81,21,60,6,132,77,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",51,52,17,52,49,41,26,37,8,40,30
"G11000100020021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002002","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010020021",,,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",378,343,35,330,230,34,0,34,0,196,100,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",69,70,34,77,74,37,12,37,12,73,53
"G11000100020022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002002","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010020022",,,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",612,532,80,313,242,0,0,0,14,228,71,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",91,109,66,92,69,12,12,12,23,67,66
"G11000100020023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002002","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010020023",,,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",458,418,40,280,217,41,12,29,0,176,63,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",94,87,45,72,64,32,19,29,12,62,44
"G11000100021011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021011",,,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",548,434,114,207,143,0,0,0,0,143,64,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",132,116,109,88,83,12,12,12,12,83,52
"G11000100021012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021012",,,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",419,346,73,69,69,26,0,26,0,43,0,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",137,118,81,61,61,40,12,40,12,46,12
"G11000100021013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021013",,,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",506,452,54,379,327,42,0,42,0,285,52,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",128,106,86,96,93,48,12,48,12,89,53
"G11000100021014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021014",,,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",237,237,0,153,109,38,0,38,14,57,44,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",81,81,12,71,62,45,12,45,23,52,38
"G11000100021015","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002101","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021015",,,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",512,409,103,120,103,45,19,26,0,58,17,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",137,143,92,67,60,48,31,34,12,46,27
"G11000100021021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021021",,,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",454,424,30,302,248,20,0,20,0,228,54,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",107,102,44,82,74,21,12,21,12,75,40
"G11000100021022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021022",,,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",419,360,59,173,73,14,0,14,0,59,100,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",99,86,61,70,46,25,12,25,12,38,58
"G11000100021023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021023",,,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",481,431,50,228,195,21,0,21,0,174,33,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",101,114,56,77,76,24,12,24,12,78,20
"G11000100021024","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021024",,,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",340,263,77,158,114,10,0,10,7,97,44,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",84,72,56,49,56,18,12,18,11,51,37
"G11000100021025","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021025",,,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",198,198,0,145,93,27,21,6,0,66,52,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",64,64,12,62,58,37,36,12,12,47,35
"G11000100021026","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002102","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010021026",,,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",339,308,31,127,84,21,0,21,0,63,43,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",102,87,46,54,49,23,12,23,12,47,32
"G11000100022011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002201","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010022011",,,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",474,434,40,378,326,79,18,61,0,247,52,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",88,80,48,91,93,55,28,47,12,86,41
"G11000100022012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002201","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010022012",,,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",385,329,56,329,216,33,10,23,0,183,113,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",85,95,55,95,85,27,16,22,12,86,49
"G11000100022013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002201","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010022013",,,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",284,229,55,177,139,43,20,23,8,88,38,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",71,59,59,53,53,39,28,25,14,48,30
"G11000100022021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010022021",,,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",748,617,131,249,154,12,0,12,0,142,95,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",103,115,70,69,57,18,12,18,12,56,58
"G11000100022022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002202","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010022022",,,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",449,345,104,179,164,42,0,42,0,122,15,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",101,101,70,72,75,63,12,63,12,47,17
"G11000100022023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002202","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010022023",,,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",293,262,31,163,133,53,0,53,0,80,30,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",82,87,37,58,54,45,12,45,12,43,31
"G11000100023011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010023011",,,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",509,484,25,439,315,50,27,23,0,265,124,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",81,76,40,80,84,41,41,26,12,74,47
"G11000100023012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010023012",,,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",693,667,26,475,435,78,12,66,0,357,40,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",78,79,39,73,77,40,18,35,12,81,32
"G11000100023021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010023021",,,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia",950,796,154,164,151,43,0,43,0,108,13,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia",103,104,66,56,53,56,12,56,12,39,14
"G11000100024001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010024001",,,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia",417,417,0,191,128,33,0,33,0,95,63,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia",96,96,12,64,54,35,12,35,12,48,53
"G11000100024002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010024002",,,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia",426,385,41,285,202,48,16,32,0,154,83,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia",82,85,45,82,75,39,25,30,12,69,58
"G11000100024003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010024003",,,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia",305,278,27,222,191,8,0,8,0,183,31,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia",61,64,34,57,54,13,12,13,12,54,26
"G11000100024004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010024004",,,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia",383,346,37,161,128,53,0,53,0,75,33,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia",83,74,47,51,51,43,12,43,12,39,25
"G11000100025011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025011",,,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia",643,600,43,204,168,12,0,12,0,156,36,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia",95,98,34,81,60,13,12,13,12,60,44
"G11000100025012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025012",,,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia",428,407,21,297,241,52,0,52,0,189,56,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia",92,89,33,73,74,32,12,32,12,73,36
"G11000100025021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025021",,,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia",607,509,98,134,121,0,0,0,0,121,13,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia",131,121,92,69,65,12,12,12,12,65,21
"G11000100025022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025022",,,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia",914,848,66,284,226,17,0,17,0,209,58,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia",161,158,75,98,82,28,12,28,12,77,66
"G11000100025023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025023",,,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia",377,345,32,255,239,13,13,0,0,226,16,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia",101,96,48,77,79,20,20,12,12,80,27
"G11000100025024","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002502","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010025024",,,"Block Group 4, Census Tract 25.02, District of Columbia, District of Columbia",743,743,0,221,168,30,0,30,0,138,53,"Block Group 4, Census Tract 25.02, District of Columbia, District of Columbia",152,152,12,80,72,40,12,40,12,68,38
"G11000100026001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010026001",,,"Block Group 1, Census Tract 26, District of Columbia, District of Columbia",489,489,0,235,204,40,0,40,0,164,31,"Block Group 1, Census Tract 26, District of Columbia, District of Columbia",64,64,12,36,42,25,12,25,12,42,22
"G11000100026002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010026002",,,"Block Group 2, Census Tract 26, District of Columbia, District of Columbia",504,446,58,396,327,102,19,83,0,225,69,"Block Group 2, Census Tract 26, District of Columbia, District of Columbia",59,55,51,56,56,37,19,32,12,51,26
"G11000100027011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027011",,,"Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia",259,259,0,170,125,27,19,8,0,98,45,"Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia",69,69,12,70,70,33,30,14,12,72,49
"G11000100027012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002701","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027012",,,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia",949,949,0,284,271,15,0,15,0,256,13,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia",198,198,12,109,105,22,12,22,12,100,25
"G11000100027013","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002701","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027013",,,"Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia",390,390,0,213,192,54,9,45,0,138,21,"Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia",81,81,12,78,80,57,16,55,12,64,35
"G11000100027014","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002701","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027014",,,"Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia",1051,999,52,36,27,0,0,0,0,27,9,"Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia",187,186,84,23,24,12,12,12,12,24,16
"G11000100027021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027021",,,"Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia",778,743,35,87,87,0,0,0,0,87,0,"Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia",156,154,56,73,73,12,12,12,12,73,12
"G11000100027022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027022",,,"Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia",1250,1161,89,662,564,144,0,144,0,420,98,"Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia",153,151,61,127,119,75,12,75,12,127,65
"G11000100027023","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010027023",,,"Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia",537,466,71,301,253,25,0,25,0,228,48,"Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia",109,94,77,96,98,26,12,26,12,98,48
"G11000100028011","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002801","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028011",,,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",991,900,91,92,79,13,0,13,0,66,13,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",128,130,72,49,45,19,12,19,12,41,15
"G11000100028012","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002801","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028012",,,"Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia",838,793,45,122,99,16,0,16,0,83,23,"Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia",123,118,51,56,55,21,12,21,12,47,29
"G11000100028021","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002802","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028021",,,"Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia",1620,1599,21,207,207,0,0,0,0,207,0,"Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia",170,171,34,85,85,12,12,12,12,85,12
"G11000100028022","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002802","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010028022",,,"Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia",649,629,20,192,192,73,14,59,0,119,0,"Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia",175,178,33,85,85,66,23,65,12,68,12
"G11000100029001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010029001",,,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",720,600,120,295,217,0,0,0,0,217,78,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",79,85,67,67,61,12,12,12,12,61,45
"G11000100029002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"002900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010029002",,,"Block Group 2, Census Tract 29, District of Columbia, District of Columbia",967,912,55,447,371,74,17,57,0,297,76,"Block Group 2, Census Tract 29, District of Columbia, District of Columbia",84,91,42,89,83,38,20,36,12,86,40
"G11000100030001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010030001",,,"Block Group 1, Census Tract 30, District of Columbia, District of Columbia",831,749,82,275,257,31,22,9,0,226,18,"Block Group 1, Census Tract 30, District of Columbia, District of Columbia",87,100,66,85,86,27,24,13,12,82,29
"G11000100030002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010030002",,,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",790,708,82,253,230,38,12,26,0,192,23,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",86,88,55,72,68,36,19,31,12,62,23
"G11000100031001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"003100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010031001",,,"Block Group 1, Census Tract 31, District of Columbia, District of Columbia",1424,1345,79,732,643,113,6,107,0,530,89,"Block Group 1, Census Tract 31, District of Columbia, District of Columbia",82,96,48,107,113,60,10,60,12,97,45
