GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ALZKE001,ALZKE002,ALZKE003,AL1LE001,AL1LE002,AL1LE003,AL1LE004,AL1LE005,AL1LE006,AL1LE007,AL1LE008,NAME_M,ALZKM001,ALZKM002,ALZKM003,AL1LM001,AL1LM002,AL1LM003,AL1LM004,AL1LM005,AL1LM006,AL1LM007,AL1LM008
"G11000100099032","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009903","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099032",,,"Block Group 2, Census Tract 99.03, District of Columbia, District of Columbia",381,346,35,336,252,32,20,12,0,220,84,"Block Group 2, Census Tract 99.03, District of Columbia, District of Columbia",63,66,37,65,76,34,29,18,12,71,44
"G11000100099041","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009904","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099041",,,"Block Group 1, Census Tract 99.04, District of Columbia, District of Columbia",437,399,38,67,67,0,0,0,0,67,0,"Block Group 1, Census Tract 99.04, District of Columbia, District of Columbia",82,76,36,35,35,12,12,12,12,35,12
"G11000100099042","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009904","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099042",,,"Block Group 2, Census Tract 99.04, District of Columbia, District of Columbia",902,731,171,234,219,25,25,0,0,194,15,"Block Group 2, Census Tract 99.04, District of Columbia, District of Columbia",89,102,61,62,63,22,22,12,12,66,17
"G11000100099051","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009905","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099051",,,"Block Group 1, Census Tract 99.05, District of Columbia, District of Columbia",484,393,91,142,101,21,0,21,0,80,41,"Block Group 1, Census Tract 99.05, District of Columbia, District of Columbia",90,93,62,63,59,24,12,24,12,54,32
"G11000100099052","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009905","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099052",,,"Block Group 2, Census Tract 99.05, District of Columbia, District of Columbia",432,378,54,269,160,12,12,0,13,135,109,"Block Group 2, Census Tract 99.05, District of Columbia, District of Columbia",87,80,46,65,67,18,18,12,20,66,61
"G11000100099053","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009905","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099053",,,"Block Group 3, Census Tract 99.05, District of Columbia, District of Columbia",434,347,87,44,24,0,0,0,0,24,20,"Block Group 3, Census Tract 99.05, District of Columbia, District of Columbia",91,95,59,31,28,12,12,12,12,28,22
"G11000100099061","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009906","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099061",,,"Block Group 1, Census Tract 99.06, District of Columbia, District of Columbia",808,727,81,198,169,49,29,20,0,120,29,"Block Group 1, Census Tract 99.06, District of Columbia, District of Columbia",47,73,58,57,59,31,22,18,12,51,18
"G11000100099071","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009907","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099071",,,"Block Group 1, Census Tract 99.07, District of Columbia, District of Columbia",340,331,9,136,116,0,0,0,0,116,20,"Block Group 1, Census Tract 99.07, District of Columbia, District of Columbia",133,132,14,79,77,12,12,12,12,77,23
"G11000100099072","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"009907","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010099072",,,"Block Group 2, Census Tract 99.07, District of Columbia, District of Columbia",887,830,57,63,23,0,0,0,7,16,40,"Block Group 2, Census Tract 99.07, District of Columbia, District of Columbia",141,144,46,38,28,12,12,12,11,25,31
"G11000100101001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010101001",,,"Block Group 1, Census Tract 101, District of Columbia, District of Columbia",1322,1176,146,393,344,21,0,21,0,323,49,"Block Group 1, Census Tract 101, District of Columbia, District of Columbia",124,137,98,98,96,26,12,26,12,95,40
"G11000100101002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010101002",,,"Block Group 2, Census Tract 101, District of Columbia, District of Columbia",516,516,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 101, District of Columbia, District of Columbia",109,109,12,12,12,12,12,12,12,12,12
"G11000100102001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010102001",,,"Block Group 1, Census Tract 102, District of Columbia, District of Columbia",612,587,25,386,258,40,11,29,0,218,128,"Block Group 1, Census Tract 102, District of Columbia, District of Columbia",96,98,22,88,64,28,17,23,12,58,60
"G11000100102002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010102002",,,"Block Group 2, Census Tract 102, District of Columbia, District of Columbia",1810,1550,260,192,156,10,0,10,0,146,36,"Block Group 2, Census Tract 102, District of Columbia, District of Columbia",154,178,150,74,67,15,12,15,12,70,34
"G11000100103001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010103001",,,"Block Group 1, Census Tract 103, District of Columbia, District of Columbia",296,282,14,145,116,12,0,12,0,104,29,"Block Group 1, Census Tract 103, District of Columbia, District of Columbia",73,75,22,55,60,16,12,16,12,64,22
"G11000100103002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010103002",,,"Block Group 2, Census Tract 103, District of Columbia, District of Columbia",547,519,28,267,198,71,0,71,0,127,69,"Block Group 2, Census Tract 103, District of Columbia, District of Columbia",96,93,30,63,64,45,12,45,12,53,41
"G11000100103003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010103003",,,"Block Group 3, Census Tract 103, District of Columbia, District of Columbia",535,507,28,206,164,61,0,61,0,103,42,"Block Group 3, Census Tract 103, District of Columbia, District of Columbia",96,93,34,53,53,32,12,32,12,50,28
"G11000100104001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010104001",,,"Block Group 1, Census Tract 104, District of Columbia, District of Columbia",891,783,108,266,195,10,10,0,0,185,71,"Block Group 1, Census Tract 104, District of Columbia, District of Columbia",158,169,85,103,97,15,15,12,12,99,60
"G11000100104002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010104002",,,"Block Group 2, Census Tract 104, District of Columbia, District of Columbia",943,838,105,173,135,23,13,10,0,112,38,"Block Group 2, Census Tract 104, District of Columbia, District of Columbia",165,180,71,73,63,27,21,16,12,61,38
"G11000100105001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010105001",,,"Block Group 1, Census Tract 105, District of Columbia, District of Columbia",974,974,0,247,172,0,0,0,0,172,75,"Block Group 1, Census Tract 105, District of Columbia, District of Columbia",133,133,12,98,91,12,12,12,12,91,65
"G11000100105002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010105002",,,"Block Group 2, Census Tract 105, District of Columbia, District of Columbia",1395,1268,127,520,446,14,0,14,0,432,74,"Block Group 2, Census Tract 105, District of Columbia, District of Columbia",163,183,106,142,141,23,12,23,12,140,56
"G11000100106001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010106001",,,"Block Group 1, Census Tract 106, District of Columbia, District of Columbia",386,339,47,230,152,0,0,0,0,152,78,"Block Group 1, Census Tract 106, District of Columbia, District of Columbia",122,101,76,101,83,12,12,12,12,83,73
"G11000100106002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010106002",,,"Block Group 2, Census Tract 106, District of Columbia, District of Columbia",3926,3478,448,352,328,28,17,11,0,300,24,"Block Group 2, Census Tract 106, District of Columbia, District of Columbia",222,238,189,106,109,34,29,17,17,104,34
"G11000100106003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010106003",,,"Block Group 3, Census Tract 106, District of Columbia, District of Columbia",475,330,145,180,180,39,0,39,0,141,0,"Block Group 3, Census Tract 106, District of Columbia, District of Columbia",152,109,131,100,100,40,12,40,12,102,12
"G11000100107001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010107001",,,"Block Group 1, Census Tract 107, District of Columbia, District of Columbia",450,397,53,52,26,0,0,0,0,26,26,"Block Group 1, Census Tract 107, District of Columbia, District of Columbia",80,72,51,32,24,12,12,12,12,24,25
"G11000100107002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010107002",,,"Block Group 2, Census Tract 107, District of Columbia, District of Columbia",724,691,33,105,80,0,0,0,0,80,25,"Block Group 2, Census Tract 107, District of Columbia, District of Columbia",89,87,42,53,51,12,12,12,12,51,24
"G11000100108001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010108001",,,"Block Group 1, Census Tract 108, District of Columbia, District of Columbia",371,225,146,7,0,0,0,0,0,0,7,"Block Group 1, Census Tract 108, District of Columbia, District of Columbia",84,72,76,10,12,12,12,12,12,12,10
"G11000100108002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010108002",,,"Block Group 2, Census Tract 108, District of Columbia, District of Columbia",533,385,148,18,9,0,0,0,0,9,9,"Block Group 2, Census Tract 108, District of Columbia, District of Columbia",82,81,90,18,11,12,12,12,12,11,14
"G11000100108003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010108003",,,"Block Group 3, Census Tract 108, District of Columbia, District of Columbia",204,196,8,22,7,0,0,0,0,7,15,"Block Group 3, Census Tract 108, District of Columbia, District of Columbia",42,41,12,21,12,12,12,12,12,12,18
"G11000100109001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010109001",,,"Block Group 1, Census Tract 109, District of Columbia, District of Columbia",743,743,0,13,0,0,0,0,0,0,13,"Block Group 1, Census Tract 109, District of Columbia, District of Columbia",117,117,12,21,12,12,12,12,12,12,21
"G11000100109002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"010900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010109002",,,"Block Group 2, Census Tract 109, District of Columbia, District of Columbia",678,552,126,52,52,0,0,0,0,52,0,"Block Group 2, Census Tract 109, District of Columbia, District of Columbia",125,126,66,35,35,12,12,12,12,35,12
"G11000100110001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"011000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010110001",,,"Block Group 1, Census Tract 110, District of Columbia, District of Columbia",324,285,39,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 110, District of Columbia, District of Columbia",100,97,59,12,12,12,12,12,12,12,12
"G11000100110002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"011000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010110002",,,"Block Group 2, Census Tract 110, District of Columbia, District of Columbia",795,734,61,598,407,30,30,0,0,377,191,"Block Group 2, Census Tract 110, District of Columbia, District of Columbia",133,136,73,118,113,36,36,12,12,108,95
"G11000100110003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"011000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010110003",,,"Block Group 3, Census Tract 110, District of Columbia, District of Columbia",534,534,0,299,148,0,0,0,0,148,151,"Block Group 3, Census Tract 110, District of Columbia, District of Columbia",141,141,12,113,79,12,12,12,12,79,81
"G11000100110004","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"011000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010110004",,,"Block Group 4, Census Tract 110, District of Columbia, District of Columbia",987,987,0,598,388,30,0,30,0,358,210,"Block Group 4, Census Tract 110, District of Columbia, District of Columbia",191,191,12,111,103,39,12,39,12,100,93
"G11000100111001","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010111001",,,"Block Group 1, Census Tract 111, District of Columbia, District of Columbia",650,540,110,463,343,24,10,14,0,319,120,"Block Group 1, Census Tract 111, District of Columbia, District of Columbia",96,100,64,101,91,23,16,18,12,91,57
"G11000100111002","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010111002",,,"Block Group 2, Census Tract 111, District of Columbia, District of Columbia",732,723,9,577,443,115,0,115,0,328,134,"Block Group 2, Census Tract 111, District of Columbia, District of Columbia",102,103,15,75,83,56,12,56,12,76,64
"G11000100111003","2015-2019","DC",,,"District of Columbia","11","District of Columbia","001",,,"011100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US110010111003",,,"Block Group 3, Census Tract 111, District of Columbia, District of Columbia",488,438,50,187,135,23,16,7,0,112,52,"Block Group 3, Census Tract 111, District of Columbia, District of Columbia",100,99,41,68,58,28,24,11,12,60,42
