GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,ASVKE001,ASVKE002,ASVKE003,ASVKE004,ASVKE005,ASVKE006,ASVKE007,ASVKE008,ASVKE009,ASVKE010,ASVKE011,ASVKE012,ASVKE013,ASVKE014,ASVKE015,ASVKE016,ASVKE017,ASVKE018,ASVKE019,ASVKE020,ASVKE021,ASVKE022,ASVKE023,ASVKE024,ASVKE025,ASVKE026,ASVKE027,ASVKE028,ASVKE029,ASVKE030,ASVKE031,ASVKE032,ASVKE033,ASVKE034,ASVKE035,ASVKE036,ASVKE037,ASVKE038,ASVKE039,ASVKE040,ASVKE041,ASVKE042,ASVKE043,ASVKE044,ASVKE045,ASVKE046,ASVKE047,ASVKE048,ASVKE049,ASVKE050,ASVKE051,ASVKE052,ASVKE053,ASVKE054,ASVKE055,ASVKE056,ASVKE057,ASVKE058,ASVKE059,ASVKE060,ASVKE061,ASVKE062,ASVKE063,ASVKE064,NAME_M,ASVKM001,ASVKM002,ASVKM003,ASVKM004,ASVKM005,ASVKM006,ASVKM007,ASVKM008,ASVKM009,ASVKM010,ASVKM011,ASVKM012,ASVKM013,ASVKM014,ASVKM015,ASVKM016,ASVKM017,ASVKM018,ASVKM019,ASVKM020,ASVKM021,ASVKM022,ASVKM023,ASVKM024,ASVKM025,ASVKM026,ASVKM027,ASVKM028,ASVKM029,ASVKM030,ASVKM031,ASVKM032,ASVKM033,ASVKM034,ASVKM035,ASVKM036,ASVKM037,ASVKM038,ASVKM039,ASVKM040,ASVKM041,ASVKM042,ASVKM043,ASVKM044,ASVKM045,ASVKM046,ASVKM047,ASVKM048,ASVKM049,ASVKM050,ASVKM051,ASVKM052,ASVKM053,ASVKM054,ASVKM055,ASVKM056,ASVKM057,ASVKM058,ASVKM059,ASVKM060,ASVKM061,ASVKM062,ASVKM063,ASVKM064
"G11000100056022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005602","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010056022",,,"110010056022","Block Group 2, Census Tract 56.02, District of Columbia, District of Columbia",765,108,0,0,0,0,0,0,81,27,45,0,0,0,0,0,0,45,0,18,0,0,0,0,0,0,18,0,36,0,0,0,0,0,0,36,0,85,0,0,0,10,0,75,0,0,46,0,9,8,0,29,0,0,0,427,269,50,12,26,58,12,0,0,"Block Group 2, Census Tract 56.02, District of Columbia, District of Columbia",205,75,14,14,14,14,14,14,70,26,42,14,14,14,14,14,14,42,14,21,14,14,14,14,14,14,21,14,35,14,14,14,14,14,14,35,14,100,14,14,14,16,14,93,14,14,39,14,15,14,14,33,14,14,14,159,142,42,19,42,81,18,14,14
"G11000100056023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005602","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010056023",,,"110010056023","Block Group 3, Census Tract 56.02, District of Columbia, District of Columbia",129,19,0,0,0,0,0,0,19,0,73,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,18,0,0,0,0,0,11,"Block Group 3, Census Tract 56.02, District of Columbia, District of Columbia",81,30,14,14,14,14,14,14,30,14,65,14,14,14,14,14,14,65,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32,14,29,14,14,14,14,14,17
"G11000100058011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005801","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010058011",,,"110010058011","Block Group 1, Census Tract 58.01, District of Columbia, District of Columbia",243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,224,73,43,30,78,0,0,0,0,"Block Group 1, Census Tract 58.01, District of Columbia, District of Columbia",139,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,11,14,18,14,14,14,14,14,14,18,14,14,14,14,14,14,14,14,14,14,137,45,37,30,124,14,14,14,14
"G11000100058012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005801","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010058012",,,"110010058012","Block Group 2, Census Tract 58.01, District of Columbia, District of Columbia",334,43,0,0,0,4,0,11,21,7,81,0,0,36,10,26,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,22,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,181,82,57,29,0,13,0,0,0,"Block Group 2, Census Tract 58.01, District of Columbia, District of Columbia",111,34,14,14,14,10,14,18,26,12,55,14,14,34,17,35,14,15,14,14,14,14,14,14,14,14,14,14,12,14,14,14,14,14,14,12,14,17,14,14,14,14,14,18,16,14,14,14,14,14,14,14,14,14,14,99,91,38,26,14,20,14,14,14
"G11000100058021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005802","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010058021",,,"110010058021","Block Group 1, Census Tract 58.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 58.02, District of Columbia, District of Columbia",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100058022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005802","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010058022",,,"110010058022","Block Group 2, Census Tract 58.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 58.02, District of Columbia, District of Columbia",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100058023","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005802","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010058023",,,"110010058023","Block Group 3, Census Tract 58.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 58.02, District of Columbia, District of Columbia",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"G11000100058024","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005802","4",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010058024",,,"110010058024","Block Group 4, Census Tract 58.02, District of Columbia, District of Columbia",451,19,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,8,0,99,0,0,0,0,0,32,67,0,42,0,0,0,13,29,0,0,0,269,167,23,27,23,0,12,17,0,"Block Group 4, Census Tract 58.02, District of Columbia, District of Columbia",141,20,14,14,14,14,14,14,20,14,14,14,14,14,14,14,14,14,14,22,14,14,14,14,14,14,22,14,12,14,14,14,14,14,14,12,14,107,14,14,14,14,14,45,106,14,48,14,14,14,20,45,14,14,14,109,100,25,28,24,14,19,25,14
"G11000100058025","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005802","5",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010058025",,,"110010058025","Block Group 5, Census Tract 58.02, District of Columbia, District of Columbia",486,23,0,0,0,0,0,0,13,10,14,0,0,0,0,0,0,14,0,87,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,21,0,0,0,11,0,0,10,0,15,0,15,0,0,0,0,0,0,326,178,65,29,31,0,23,0,0,"Block Group 5, Census Tract 58.02, District of Columbia, District of Columbia",144,25,14,14,14,14,14,14,20,15,22,14,14,14,14,14,14,22,14,87,14,14,14,14,14,14,87,14,14,14,14,14,14,14,14,14,14,23,14,14,14,17,14,14,16,14,24,14,24,14,14,14,14,14,14,107,66,68,33,36,14,26,14,14
"G11000100059001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005900","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010059001",,,"110010059001","Block Group 1, Census Tract 59, District of Columbia, District of Columbia",647,85,0,0,35,0,0,4,29,17,23,0,0,12,0,0,11,0,0,55,11,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,0,0,0,13,0,12,0,6,0,0,0,6,0,0,0,0,439,139,172,63,44,21,0,0,0,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",153,69,14,14,39,14,14,9,37,27,28,14,14,20,14,14,17,14,14,75,19,14,70,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29,10,14,14,14,20,14,19,14,9,14,14,14,9,14,14,14,14,130,58,111,54,47,23,14,14,14
"G11000100059002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"005900","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010059002",,,"110010059002","Block Group 2, Census Tract 59, District of Columbia, District of Columbia",630,40,0,0,0,0,0,0,18,22,9,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,17,0,29,0,13,0,0,0,0,16,0,75,0,0,0,0,18,22,35,0,97,0,0,2,47,11,8,29,0,363,166,23,21,140,13,0,0,0,"Block Group 2, Census Tract 59, District of Columbia, District of Columbia",228,31,14,14,14,14,14,14,22,22,15,14,14,14,14,14,14,15,14,23,14,14,14,14,14,14,23,14,27,14,20,14,14,14,14,19,14,49,14,14,14,14,28,23,31,14,66,14,14,3,45,17,14,34,14,220,66,30,24,197,20,14,14,14
"G11000100064001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006400","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010064001",,,"110010064001","Block Group 1, Census Tract 64, District of Columbia, District of Columbia",680,121,0,0,0,0,0,0,75,46,145,23,0,39,71,0,12,0,0,134,25,13,18,21,0,14,43,0,38,0,0,18,0,0,0,20,0,26,0,0,0,0,26,0,0,0,33,0,0,0,11,11,11,0,0,183,91,43,0,31,5,0,13,0,"Block Group 1, Census Tract 64, District of Columbia, District of Columbia",147,92,14,14,14,14,14,14,81,53,83,37,14,48,59,14,20,14,14,92,40,22,29,33,14,22,69,14,41,14,14,27,14,14,14,32,14,19,14,14,14,14,19,14,14,14,25,14,14,14,18,17,18,14,14,78,61,41,14,37,8,14,20,14
"G11000100064002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006400","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010064002",,,"110010064002","Block Group 2, Census Tract 64, District of Columbia, District of Columbia",718,85,0,0,0,0,0,0,59,26,68,0,0,0,0,0,0,68,0,42,0,0,0,0,12,0,30,0,0,0,0,0,0,0,0,0,0,77,14,18,0,0,45,0,0,0,53,0,0,15,28,0,10,0,0,393,131,139,104,19,0,0,0,0,"Block Group 2, Census Tract 64, District of Columbia, District of Columbia",171,67,14,14,14,14,14,14,54,42,75,14,14,14,14,14,14,75,14,51,14,14,14,14,18,14,48,14,14,14,14,14,14,14,14,14,14,74,22,28,14,14,67,14,14,14,47,14,14,24,41,14,16,14,14,163,107,122,74,23,14,14,14,14
"G11000100065001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006500","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010065001",,,"110010065001","Block Group 1, Census Tract 65, District of Columbia, District of Columbia",193,51,0,0,0,0,0,0,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,102,63,29,2,8,0,0,0,0,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia",83,65,14,14,14,14,14,14,16,64,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,18,14,14,14,14,14,14,18,14,14,14,14,14,14,14,14,14,14,45,14,14,45,14,14,14,14,14,52,46,27,4,15,14,14,14,14
"G11000100065002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006500","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010065002",,,"110010065002","Block Group 2, Census Tract 65, District of Columbia, District of Columbia",234,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,13,0,0,0,0,0,0,13,0,23,0,0,0,0,0,0,23,0,22,0,0,11,0,11,0,0,0,19,0,0,0,19,0,0,0,0,127,95,22,10,0,0,0,0,0,"Block Group 2, Census Tract 65, District of Columbia, District of Columbia",79,14,14,14,14,14,14,14,14,14,44,14,14,14,14,14,14,44,14,20,14,14,14,14,14,14,20,14,26,14,14,14,14,14,14,26,14,24,14,14,17,14,17,14,14,14,24,14,14,14,24,14,14,14,14,59,48,25,16,14,14,14,14,14
"G11000100066001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006600","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010066001",,,"110010066001","Block Group 1, Census Tract 66, District of Columbia, District of Columbia",235,68,0,0,0,0,0,0,21,47,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,53,35,58,3,0,0,0,0,"Block Group 1, Census Tract 66, District of Columbia, District of Columbia",92,68,14,14,14,14,14,14,32,61,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,15,14,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,68,34,28,55,5,14,14,14,14
"G11000100066002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006600","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010066002",,,"110010066002","Block Group 2, Census Tract 66, District of Columbia, District of Columbia",406,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,71,0,0,0,9,0,43,19,0,8,0,0,8,0,0,0,0,0,287,87,160,22,10,8,0,0,0,"Block Group 2, Census Tract 66, District of Columbia, District of Columbia",216,8,14,14,14,14,14,14,14,8,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,58,14,14,14,14,14,58,14,14,73,14,14,14,14,14,67,25,14,13,14,14,13,14,14,14,14,14,206,40,208,24,15,13,14,14,14
"G11000100067001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006700","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010067001",,,"110010067001","Block Group 1, Census Tract 67, District of Columbia, District of Columbia",252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,96,0,0,0,0,0,0,96,0,30,8,0,0,0,4,18,0,0,44,0,0,18,0,26,0,0,0,69,37,13,0,0,0,19,0,0,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia",167,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,14,14,14,14,14,14,14,19,152,14,14,14,14,14,14,152,14,34,13,14,14,14,6,29,14,14,47,14,14,21,14,41,14,14,14,43,27,21,14,14,14,21,14,14
"G11000100067002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006700","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010067002",,,"110010067002","Block Group 2, Census Tract 67, District of Columbia, District of Columbia",174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,10,0,0,0,10,0,0,0,0,36,0,0,0,0,11,0,0,25,47,0,12,35,0,0,0,0,0,73,63,0,10,0,0,0,0,0,"Block Group 2, Census Tract 67, District of Columbia, District of Columbia",72,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,14,13,14,15,14,14,14,15,14,14,14,14,42,14,14,14,14,18,14,14,38,46,14,20,41,14,14,14,14,14,45,43,14,15,14,14,14,14,14
"G11000100067003","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006700","3",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010067003",,,"110010067003","Block Group 3, Census Tract 67, District of Columbia, District of Columbia",249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,8,0,9,0,0,127,0,0,14,9,0,0,0,104,105,56,11,28,10,0,0,0,0,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia",176,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,14,14,14,13,14,14,14,14,158,14,14,22,14,14,14,14,156,61,41,17,36,15,14,14,14,14
"G11000100068011","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006801","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010068011",,,"110010068011","Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",284,32,0,21,0,0,0,0,0,11,23,0,0,0,0,0,0,23,0,15,0,0,0,0,0,0,15,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,26,0,0,0,0,10,162,114,32,0,16,0,0,0,0,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",102,38,14,33,14,14,14,14,14,17,35,14,14,14,14,14,14,35,14,24,14,14,14,14,14,14,24,14,18,18,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,39,14,14,37,14,14,14,14,16,90,72,39,14,26,14,14,14,14
"G11000100068012","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006801","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010068012",,,"110010068012","Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia",127,0,0,0,0,0,0,0,0,0,40,0,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,47,35,12,0,0,0,0,0,0,"Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia",69,14,14,14,14,14,14,14,14,14,35,14,14,21,14,14,14,27,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,52,14,14,14,14,52,14,14,14,14,14,14,14,14,14,14,14,14,40,34,19,14,14,14,14,14,14
"G11000100068021","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006802","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010068021",,,"110010068021","Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,191,17,12,136,26,0,0,0,0,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",209,14,14,14,14,14,14,14,14,14,6,14,14,14,14,14,14,6,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,26,14,14,14,26,14,14,14,14,14,14,14,14,14,14,14,14,14,208,26,22,198,23,14,14,14,14
"G11000100068022","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006802","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010068022",,,"110010068022","Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",242,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,92,19,1,0,57,0,15,0,0,117,86,30,1,0,0,0,0,0,"Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",98,28,14,14,14,14,14,14,28,14,14,14,14,14,14,14,14,14,14,4,14,14,14,14,14,14,4,14,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13,14,14,75,27,2,14,66,14,22,14,14,70,56,45,4,14,14,14,14,14
"G11000100068041","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006804","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010068041",,,"110010068041","Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,19,11,0,0,0,0,"Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia",27,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,27,14,14,30,18,14,14,14,14
"G11000100069001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006900","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010069001",,,"110010069001","Block Group 1, Census Tract 69, District of Columbia, District of Columbia",430,51,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,8,0,43,6,0,0,52,8,0,9,21,0,14,0,0,262,152,31,64,15,0,0,0,0,"Block Group 1, Census Tract 69, District of Columbia, District of Columbia",125,80,14,14,14,14,14,14,14,80,14,14,14,14,14,14,14,14,14,12,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,66,14,14,15,14,64,9,14,14,41,12,14,14,31,14,19,14,14,123,66,24,106,23,14,14,14,14
"G11000100069002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"006900","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010069002",,,"110010069002","Block Group 2, Census Tract 69, District of Columbia, District of Columbia",203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,0,24,0,0,9,9,6,0,0,0,146,88,27,22,0,9,0,0,0,"Block Group 2, Census Tract 69, District of Columbia, District of Columbia",66,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23,14,14,14,14,14,14,23,14,14,14,14,14,14,14,14,14,14,25,14,14,14,14,14,14,25,14,23,14,14,14,14,10,14,14,14,54,46,25,23,14,14,14,14,14
"G11000100070001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"007000","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010070001",,,"110010070001","Block Group 1, Census Tract 70, District of Columbia, District of Columbia",345,62,0,0,0,0,0,0,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,11,8,0,17,9,0,79,0,79,0,0,0,0,0,0,150,102,23,5,2,9,9,0,0,"Block Group 1, Census Tract 70, District of Columbia, District of Columbia",110,70,14,14,14,14,14,14,53,45,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,41,15,14,18,14,14,28,14,14,83,14,83,14,14,14,14,14,14,63,48,31,9,6,14,15,14,14
"G11000100070002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"007000","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010070002",,,"110010070002","Block Group 2, Census Tract 70, District of Columbia, District of Columbia",110,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,14,0,8,0,0,0,6,0,0,80,61,0,19,0,0,0,0,0,"Block Group 2, Census Tract 70, District of Columbia, District of Columbia",56,14,14,14,14,14,14,14,14,14,9,14,14,14,14,14,14,9,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,14,14,16,14,14,14,14,14,17,14,13,14,14,14,10,14,14,50,42,14,30,14,14,14,14,14
"G11000100071001","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"007100","1",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010071001",,,"110010071001","Block Group 1, Census Tract 71, District of Columbia, District of Columbia",207,0,0,0,0,0,0,0,0,0,50,0,0,16,0,0,0,34,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0,0,45,25,20,0,0,0,0,0,0,"Block Group 1, Census Tract 71, District of Columbia, District of Columbia",117,14,14,14,14,14,14,14,14,14,64,14,14,26,14,14,14,55,14,14,14,14,14,14,14,14,14,14,75,17,14,14,14,14,72,14,14,14,14,14,14,14,14,14,14,14,72,14,14,14,72,14,14,14,14,43,31,33,14,14,14,14,14,14
"G11000100071002","2019-2023","DC",,,"District of Columbia","11","District of Columbia","001",,,"007100","2",,,,,,,,,,,".",".",,,,,,,,,,,,"1500000US110010071002",,,"110010071002","Block Group 2, Census Tract 71, District of Columbia, District of Columbia",348,38,0,0,0,0,0,0,38,0,116,6,16,62,0,0,31,1,0,42,34,0,8,0,0,0,0,0,93,0,12,0,0,0,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44,0,0,15,0,0,0,0,"Block Group 2, Census Tract 71, District of Columbia, District of Columbia",104,47,14,14,14,14,14,14,47,14,74,14,27,49,14,14,46,2,14,47,44,14,13,14,14,14,14,14,95,14,19,14,14,14,62,67,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,44,38,14,14,18,14,14,14,14
